ID,date,NO.8,NO.13,NO.17,NO.21,NO.28,NO.33
13017,2018/10/9 18:17,4.79,14.63,11.22,10.55,7.74,15
13018,2018/10/9 20:17,4.78,14.63,11.2,10.57,7.77,15.01
13019,2018/10/9 22:17,4.79,14.63,11.23,10.56,7.78,15.01
13020,2018/10/10 0:17,4.77,14.63,11.21,10.58,7.78,15.01
13021,2018/10/10 2:17,4.78,14.63,11.22,10.56,7.79,15.01
13022,2018/10/10 4:17,4.77,14.63,11.22,10.58,7.77,15.01
13023,2018/10/10 6:17,4.78,14.63,11.21,10.56,7.79,15.01
13024,2018/10/10 8:17,4.78,14.64,11.2,10.57,7.8,15.01
13025,2018/10/10 10:17,4.78,14.63,11.19,10.57,7.8,15.01
13026,2018/10/10 12:17,4.78,14.63,11.23,10.58,7.79,15.01
13027,2018/10/10 14:17,4.77,14.63,11.2,10.58,7.77,15.01
13028,2018/10/10 16:17,4.77,14.63,11.23,10.58,7.76,15.02
13029,2018/10/10 18:17,4.77,14.62,11.22,10.57,7.78,15.02
13030,2018/10/10 20:17,4.78,14.63,11.21,10.57,7.76,15.01
13031,2018/10/10 22:17,4.77,14.62,11.22,10.56,7.77,15
13032,2018/10/11 0:17,4.77,14.63,11.23,10.58,7.76,15.01
13033,2018/10/11 2:17,4.76,14.63,11.23,10.58,7.77,15.01
13034,2018/10/11 4:17,4.77,14.63,11.23,10.59,7.75,15.01
13035,2018/10/11 6:17,4.77,14.63,11.21,10.58,7.78,15
13036,2018/10/11 8:17,4.78,14.63,11.22,10.59,7.8,15.03
13037,2018/10/11 10:17,4.69,14.63,11.22,10.57,7.96,15.02
13038,2018/10/11 12:17,4.68,14.62,11.22,10.57,7.98,15.02
13039,2018/10/11 14:17,4.67,14.61,11.23,10.58,7.79,15
13040,2018/10/11 16:17,4.68,14.62,11.24,10.58,7.72,14.99
13041,2018/10/11 18:17,4.67,14.61,11.2,10.59,7.75,15
13042,2018/10/11 20:17,4.68,14.64,11.22,10.57,7.76,15.01
13043,2018/10/11 22:17,4.7,14.63,11.21,10.56,7.77,15
13044,2018/10/12 0:17,4.73,14.63,11.2,10.59,7.77,15.01
13045,2018/10/12 2:17,4.73,14.63,11.21,10.58,7.78,15
13046,2018/10/12 4:17,4.72,14.61,11.21,10.6,7.77,15
13047,2018/10/12 6:17,4.74,14.63,11.2,10.59,7.78,15.01
13048,2018/10/12 8:17,4.76,14.64,11.23,10.59,7.8,15.02
13049,2018/10/12 10:17,4.68,14.62,11.2,10.57,8.02,15.02
13050,2018/10/12 12:17,4.68,14.64,11.22,10.58,8.01,15.02
13051,2018/10/12 14:17,4.68,14.63,11.23,10.58,7.84,15.01
13052,2018/10/12 16:17,4.67,14.62,11.22,10.59,7.72,14.99
13053,2018/10/12 18:17,4.69,14.62,11.22,10.58,7.76,15
13054,2018/10/12 20:17,4.67,14.63,11.22,10.59,7.78,15
13055,2018/10/12 22:17,4.7,14.6,11.2,10.55,7.78,15.01
13056,2018/10/13 0:17,4.72,14.61,11.23,10.59,7.77,15.01
13057,2018/10/13 2:17,4.74,14.61,11.22,10.6,7.78,15.01
13058,2018/10/13 4:17,4.72,14.62,11.22,10.59,7.78,15.01
13059,2018/10/13 6:17,4.77,14.6,11.22,10.55,7.78,15
13060,2018/10/13 8:17,4.77,14.61,11.22,10.6,7.81,15.03
13061,2018/10/13 10:17,4.68,14.62,11.21,10.59,8.03,15.02
13062,2018/10/13 12:17,4.69,14.62,11.23,10.59,8.06,15.02
13063,2018/10/13 14:17,4.68,14.62,11.22,10.59,7.93,15.01
13064,2018/10/13 16:17,4.69,14.61,11.22,10.58,7.78,15
13065,2018/10/13 18:17,4.69,14.62,11.21,10.58,7.71,15
13066,2018/10/13 20:17,4.69,14.63,11.2,10.6,7.78,15.01
13067,2018/10/13 22:17,4.68,14.63,11.21,10.59,7.79,15.01
13068,2018/10/14 0:17,4.69,14.63,11.21,10.59,7.79,15
13069,2018/10/14 2:17,4.7,14.62,11.2,10.59,7.8,15.01
13070,2018/10/14 4:17,4.79,14.62,11.2,10.59,7.81,15
13071,2018/10/14 6:17,4.79,14.63,11.21,10.6,7.79,15.01
13072,2018/10/14 8:17,4.78,14.63,11.2,10.6,7.81,15.01
13073,2018/10/14 10:17,4.8,14.62,11.22,10.58,7.8,15
13074,2018/10/14 12:17,4.76,14.63,11.21,10.59,7.79,15.01
13075,2018/10/14 14:17,4.77,14.63,11.18,10.59,7.81,15.01
13076,2018/10/14 16:17,4.79,14.64,11.23,10.59,7.79,15
13077,2018/10/14 18:17,4.77,14.63,11.21,10.59,7.79,15.01
13078,2018/10/14 20:17,4.77,14.63,11.2,10.6,7.8,15.01
13079,2018/10/14 22:17,4.78,14.62,11.2,10.58,7.81,15
13080,2018/10/15 0:17,4.77,14.63,11.2,10.6,7.82,15.01
13081,2018/10/15 2:17,4.76,14.63,11.21,10.6,7.81,15.01
13082,2018/10/15 4:17,4.78,14.62,11.22,10.59,7.81,15.01
13083,2018/10/15 6:17,4.78,14.64,11.22,10.6,7.83,15.01
13084,2018/10/15 8:17,4.78,14.63,11.2,10.59,7.82,15.01
13085,2018/10/15 10:17,4.79,14.63,11.23,10.6,7.83,15
13086,2018/10/15 12:17,4.73,14.63,11.2,10.59,7.82,15.02
13087,2018/10/15 14:17,4.79,14.62,11.2,10.61,7.8,15
13088,2018/10/15 16:17,4.79,14.63,11.2,10.59,7.8,15.01
13089,2018/10/15 18:17,4.78,14.63,11.19,10.59,7.81,15.01
13090,2018/10/15 20:17,4.79,14.63,11.21,10.6,7.81,15.01
13091,2018/10/15 22:17,4.79,14.63,11.21,10.61,7.81,15.01
13092,2018/10/16 0:17,4.78,14.61,11.21,10.6,7.82,15.01
13093,2018/10/16 2:17,4.79,14.63,11.21,10.6,7.82,15.01
13094,2018/10/16 4:17,4.79,14.63,11.2,10.61,7.82,15.01
13095,2018/10/16 6:17,4.79,14.63,11.21,10.6,7.82,15.01
13096,2018/10/16 8:17,4.78,14.63,11.2,10.61,7.82,15.01
13097,2018/10/16 10:17,4.79,14.64,11.21,10.6,7.83,15.01
13098,2018/10/16 12:17,4.79,14.64,11.21,10.6,7.83,15.01
13099,2018/10/16 14:17,4.79,14.63,11.21,10.6,7.82,15
13100,2018/10/16 16:17,4.79,14.63,11.19,10.62,7.81,15
13101,2018/10/16 18:17,4.77,14.63,11.21,10.6,7.81,15.01
13102,2018/10/16 20:17,4.78,14.63,11.2,10.6,7.82,15.01
13103,2018/10/16 22:17,4.78,14.62,11.2,10.6,7.82,15.02
13104,2018/10/17 0:17,4.79,14.63,11.21,10.6,7.81,14.98
13105,2018/10/17 2:17,4.79,14.62,11.22,10.61,7.81,15.01
13106,2018/10/17 4:17,4.8,14.63,11.2,10.61,7.81,15.01
13107,2018/10/17 6:17,4.78,14.63,11.21,10.59,7.8,15.02
13108,2018/10/17 8:17,4.79,14.63,11.2,10.6,7.83,15.02
13109,2018/10/17 10:17,4.77,14.62,11.21,10.59,7.93,15.02
13110,2018/10/17 12:17,4.7,14.63,11.21,10.61,8,15
13111,2018/10/17 14:17,4.7,14.61,11.21,10.6,7.88,15
13112,2018/10/17 16:16,4.7,14.63,11.21,10.61,7.77,15
13113,2018/10/17 18:17,4.7,14.63,11.21,10.62,7.79,14.99
13114,2018/10/17 20:17,4.72,14.63,11.2,10.6,7.81,15.02
13115,2018/10/17 22:17,4.73,14.62,11.21,10.59,7.81,15
13116,2018/10/18 0:17,4.73,14.62,11.2,10.6,7.81,15.01
13117,2018/10/18 2:17,4.75,14.6,11.19,10.6,7.82,15.01
13118,2018/10/18 4:16,4.79,14.63,11.2,10.6,7.81,15.01
13119,2018/10/18 6:16,4.79,14.62,11.19,10.61,7.82,15.01
13120,2018/10/18 8:17,4.8,14.63,11.19,10.6,7.84,15.01
13121,2018/10/18 10:16,4.79,14.62,11.19,10.62,7.97,15.02
13122,2018/10/18 12:16,4.71,14.62,11.19,10.61,8.02,15.01
13123,2018/10/18 14:17,4.7,14.62,11.21,10.61,7.89,14.97
13124,2018/10/18 16:17,4.7,14.61,11.2,10.61,7.78,15
13125,2018/10/18 18:16,4.7,14.61,11.21,10.6,7.78,15.01
13126,2018/10/18 20:17,4.71,14.61,11.2,10.6,7.82,15
13127,2018/10/18 22:17,4.73,14.6,11.18,10.61,7.83,14.99
13128,2018/10/19 0:17,4.74,14.62,11.19,10.61,7.81,15.01
13129,2018/10/19 2:17,4.74,14.62,11.2,10.6,7.83,15.01
13130,2018/10/19 4:17,4.77,14.62,11.19,10.62,7.83,15.01
13131,2018/10/19 6:17,4.78,14.63,11.2,10.6,7.83,15
13132,2018/10/19 8:16,4.78,14.62,11.17,10.6,7.84,15.01
13133,2018/10/19 10:17,4.71,14.62,11.18,10.62,7.89,15.03
13134,2018/10/19 12:16,4.69,14.61,11.18,10.61,7.97,15.02
13135,2018/10/19 14:16,4.69,14.62,11.21,10.61,7.89,15.01
13136,2018/10/19 16:16,4.7,14.63,11.2,10.62,7.79,15
13137,2018/10/19 18:17,4.71,14.62,11.2,10.6,7.81,15.01
13138,2018/10/19 20:16,4.7,14.61,11.2,10.62,7.83,15
13139,2018/10/19 22:16,4.71,14.63,11.19,10.61,7.83,15.01
13140,2018/10/20 0:16,4.72,14.62,11.18,10.62,7.82,15.01
13141,2018/10/20 2:16,4.72,14.62,11.19,10.61,7.83,14.99
13142,2018/10/20 4:17,4.8,14.62,11.19,10.62,7.81,15.01
13143,2018/10/20 6:16,4.8,14.62,11.18,10.62,7.83,15.01
13144,2018/10/20 8:16,4.79,14.62,11.19,10.61,7.84,15.01
13145,2018/10/20 10:16,4.79,14.63,11.21,10.62,7.87,15.02
13146,2018/10/20 12:16,4.72,14.62,11.2,10.6,7.89,15.01
13147,2018/10/20 14:17,4.73,14.62,11.2,10.61,7.9,15.01
13148,2018/10/20 16:16,4.71,14.61,11.2,10.62,7.79,15
13149,2018/10/20 18:16,4.72,14.62,11.2,10.61,7.82,15.01
13150,2018/10/20 20:16,4.72,14.6,11.19,10.62,7.83,15.01
13151,2018/10/20 22:16,4.74,14.61,11.21,10.62,7.84,15.01
13152,2018/10/21 0:16,4.74,14.62,11.21,10.62,7.84,15.01
13153,2018/10/21 2:16,4.78,14.62,11.2,10.62,7.83,15.01
13154,2018/10/21 4:16,4.79,14.63,11.21,10.6,7.82,15.01
13155,2018/10/21 6:16,4.8,14.62,11.22,10.62,7.82,15
13156,2018/10/21 8:16,4.79,14.63,11.21,10.61,7.86,15
13157,2018/10/21 10:16,4.79,14.62,11.22,10.62,7.86,15.01
13158,2018/10/21 12:16,4.72,14.62,11.21,10.61,7.86,15.02
13159,2018/10/21 14:16,4.79,14.62,11.21,10.6,7.84,15.02
13160,2018/10/21 16:16,4.73,14.62,11.21,10.62,7.83,15.01
13161,2018/10/21 18:17,4.79,14.61,11.2,10.61,7.83,15
13162,2018/10/21 20:16,4.79,14.62,11.2,10.63,7.85,15.01
13163,2018/10/21 22:16,4.79,14.64,11.21,10.6,7.84,15.01
13164,2018/10/22 0:16,4.79,14.62,11.2,10.62,7.85,15.01
13165,2018/10/22 2:16,4.78,14.63,11.2,10.61,7.85,15.01
13166,2018/10/22 4:16,4.8,14.64,11.2,10.61,7.85,15
13167,2018/10/22 6:16,4.78,14.63,11.21,10.63,7.85,15.01
13168,2018/10/22 8:16,4.79,14.62,11.19,10.63,7.85,15.01
13169,2018/10/22 10:16,4.8,14.63,11.21,10.62,7.86,15.01
13170,2018/10/22 12:16,4.79,14.62,11.21,10.63,7.86,15
13171,2018/10/22 14:17,4.8,14.63,11.2,10.62,7.84,15
13172,2018/10/22 16:17,4.79,14.62,11.2,10.6,7.84,15.01
13173,2018/10/22 18:17,4.79,14.63,11.2,10.62,7.84,15.01
13174,2018/10/22 20:17,4.79,14.62,11.2,10.61,7.84,15.01
13175,2018/10/22 22:17,4.77,14.63,11.2,10.63,7.85,14.99
13176,2018/10/23 0:17,4.79,14.63,11.21,10.63,7.85,15.01
13177,2018/10/23 2:17,4.79,14.63,11.21,10.6,7.84,15.01
13178,2018/10/23 4:17,4.79,14.64,11.19,10.62,7.85,15.01
13179,2018/10/23 6:17,4.79,14.62,11.21,10.63,7.85,15.01
13180,2018/10/23 8:16,4.79,14.62,11.2,10.62,7.84,15.01
13181,2018/10/23 10:17,4.8,14.64,11.21,10.63,7.87,15.02
13182,2018/10/23 12:16,4.72,14.61,11.21,10.62,7.92,15.01
13183,2018/10/23 14:17,4.71,14.62,11.21,10.63,7.9,15.02
13184,2018/10/23 16:16,4.72,14.61,11.21,10.63,7.81,15
13185,2018/10/23 18:17,4.73,14.61,11.2,10.62,7.81,15
13186,2018/10/23 20:17,4.74,14.62,11.2,10.63,7.84,15
13187,2018/10/23 22:17,4.76,14.61,11.2,10.63,7.85,15.01
13188,2018/10/24 0:16,4.76,14.62,11.2,10.62,7.84,15.01
13189,2018/10/24 2:16,4.78,14.62,11.2,10.63,7.84,15.01
13190,2018/10/24 4:17,4.79,14.62,11.2,10.63,7.84,15.01
13191,2018/10/24 6:16,4.8,14.61,11.2,10.62,7.84,15.01
13192,2018/10/24 8:17,4.78,14.63,11.19,10.62,7.85,15.01
13193,2018/10/24 10:16,4.78,14.61,11.2,10.61,7.97,15.02
13194,2018/10/24 12:16,4.72,14.61,11.2,10.62,8.03,15.01
13195,2018/10/24 14:17,4.72,14.61,11.21,10.63,7.92,15.01
13196,2018/10/24 16:17,4.72,14.61,11.21,10.62,7.79,15
13197,2018/10/24 18:17,4.72,14.62,11.21,10.63,7.8,15.01
13198,2018/10/24 20:16,4.73,14.62,11.2,10.64,7.83,15.01
13199,2018/10/24 22:16,4.74,14.62,11.21,10.62,7.84,15.02
13200,2018/10/25 0:16,4.75,14.61,11.21,10.65,7.84,15.01
13201,2018/10/25 2:16,4.75,14.62,11.2,10.64,7.83,15
13202,2018/10/25 4:17,4.77,14.63,11.2,10.64,7.85,15.02
13203,2018/10/25 6:16,4.78,14.63,11.18,10.63,7.84,15.02
13204,2018/10/25 8:16,4.79,14.62,11.2,10.63,7.85,15.01
13205,2018/10/25 10:16,4.78,14.63,11.2,10.64,7.85,15.01
13206,2018/10/25 12:16,4.79,14.64,11.18,10.64,7.85,15.01
13207,2018/10/25 14:16,4.79,14.61,11.21,10.63,7.86,15.01
13208,2018/10/25 16:16,4.79,14.62,11.21,10.63,7.84,15
13209,2018/10/25 18:16,4.79,14.61,11.21,10.62,7.83,15.01
13210,2018/10/25 20:16,4.8,14.61,11.21,10.63,7.83,15.01
13211,2018/10/25 22:16,4.79,14.62,11.21,10.64,7.84,15.01
13212,2018/10/26 0:16,4.8,14.63,11.17,10.63,7.83,15.01
13213,2018/10/26 2:16,4.8,14.62,11.22,10.61,7.85,15.01
13214,2018/10/26 4:16,4.79,14.63,11.22,10.64,7.85,15
13215,2018/10/26 6:16,4.8,14.64,11.21,10.62,7.85,15.01
13216,2018/10/26 8:16,4.8,14.63,11.21,10.63,7.87,15.02
13217,2018/10/26 10:16,4.72,14.62,11.2,10.64,8.01,15.01
13218,2018/10/26 12:16,4.72,14.61,11.21,10.62,8,15.01
13219,2018/10/26 14:16,4.71,14.61,11.21,10.63,7.88,15.02
13220,2018/10/26 16:16,4.71,14.61,11.2,10.62,7.77,14.99
13221,2018/10/26 18:16,4.71,14.61,11.21,10.63,7.8,15.01
13222,2018/10/26 20:17,4.71,14.61,11.2,10.63,7.83,15.01
13223,2018/10/26 22:16,4.72,14.6,11.2,10.63,7.83,15.01
13224,2018/10/27 0:17,4.72,14.61,11.21,10.63,7.83,15.01
13225,2018/10/27 2:16,4.77,14.61,11.21,10.63,7.83,15
13226,2018/10/27 4:16,4.78,14.61,11.23,10.63,7.84,15.01
13227,2018/10/27 6:16,4.78,14.62,11.21,10.62,7.84,15.01
13228,2018/10/27 8:16,4.78,14.61,11.2,10.65,7.88,15.02
13229,2018/10/27 10:16,4.79,14.61,11.19,10.63,7.98,15.02
13230,2018/10/27 12:16,4.73,14.6,11.21,10.63,8.02,15.02
13231,2018/10/27 14:16,4.71,14.62,11.2,10.63,7.85,15.01
13232,2018/10/27 16:16,4.71,14.61,11.19,10.63,7.79,14.99
13233,2018/10/27 18:17,4.68,14.61,11.21,10.64,7.82,15
13234,2018/10/27 20:16,4.72,14.62,11.19,10.63,7.83,15
13235,2018/10/27 22:16,4.73,14.6,11.22,10.63,7.83,15
13236,2018/10/28 0:16,4.73,14.62,11.2,10.65,7.83,15.01
13237,2018/10/28 2:16,4.74,14.6,11.21,10.63,7.83,15.01
13238,2018/10/28 4:16,4.76,14.6,11.2,10.64,7.83,15.01
13239,2018/10/28 6:16,4.77,14.61,11.19,10.64,7.81,15.02
13240,2018/10/28 8:16,4.78,14.61,11.21,10.65,7.86,15.03
13241,2018/10/28 10:16,4.74,14.61,11.2,10.62,7.98,15.02
13242,2018/10/28 12:16,4.71,14.61,11.21,10.64,8.04,15.02
13243,2018/10/28 14:16,4.71,14.6,11.2,10.63,7.89,15.02
13244,2018/10/28 16:16,4.71,14.6,11.2,10.65,7.76,14.98
13245,2018/10/28 18:16,4.7,14.61,11.21,10.63,7.82,15
13246,2018/10/28 20:16,4.71,14.62,11.2,10.65,7.83,15.01
13247,2018/10/28 22:16,4.72,14.61,11.21,10.66,7.84,15
13248,2018/10/29 0:16,4.73,14.61,11.19,10.65,7.83,15
13249,2018/10/29 2:16,4.73,14.61,11.2,10.64,7.83,15.02
13250,2018/10/29 4:16,4.73,14.61,11.19,10.62,7.83,15.01
13251,2018/10/29 6:16,4.76,14.6,11.18,10.63,7.84,15
13252,2018/10/29 8:16,4.77,14.6,11.2,10.64,7.87,15.02
13253,2018/10/29 10:16,4.75,14.61,11.2,10.65,8,15.03
13254,2018/10/29 12:16,4.72,14.61,11.2,10.63,8.11,15.02
13255,2018/10/29 14:16,4.71,14.61,11.2,10.62,7.93,15.02
13256,2018/10/29 16:16,4.71,14.61,11.2,10.64,7.77,14.99
13257,2018/10/29 18:16,4.7,14.61,11.19,10.63,7.82,15.01
13258,2018/10/29 20:16,4.7,14.6,11.21,10.64,7.83,15.01
13259,2018/10/29 22:16,4.7,14.61,11.2,10.65,7.84,15.01
13260,2018/10/30 0:16,4.72,14.59,11.21,10.63,7.84,15.01
13261,2018/10/30 2:16,4.72,14.6,11.21,10.66,7.84,15
13262,2018/10/30 4:16,4.74,14.6,11.21,10.63,7.84,15.01
13263,2018/10/30 6:16,4.77,14.61,11.22,10.65,7.85,15.01
13264,2018/10/30 8:16,4.76,14.62,11.21,10.65,7.9,15.02
13265,2018/10/30 10:16,4.73,14.6,11.2,10.66,8.01,15.03
13266,2018/10/30 12:16,4.71,14.61,11.2,10.64,8.14,15.01
13267,2018/10/30 14:16,4.71,14.61,11.21,10.64,7.93,15
13268,2018/10/30 16:16,4.71,14.62,11.21,10.64,7.8,15
13269,2018/10/30 18:16,4.71,14.61,11.18,10.65,7.83,15
13270,2018/10/30 20:16,4.71,14.6,11.22,10.65,7.86,15
13271,2018/10/30 22:16,4.7,14.61,11.2,10.65,7.84,14.97
13272,2018/10/31 0:16,4.72,14.61,11.21,10.64,7.85,15.01
13273,2018/10/31 2:16,4.72,14.62,11.21,10.65,7.86,15.01
13274,2018/10/31 4:16,4.72,14.61,11.2,10.64,7.85,15.01
13275,2018/10/31 6:16,4.74,14.61,11.2,10.65,7.85,15
13276,2018/10/31 8:16,4.75,14.62,11.21,10.65,7.89,15.02
13277,2018/10/31 10:16,4.72,14.61,11.21,10.64,8.05,15.02
13278,2018/10/31 12:16,4.71,14.62,11.2,10.64,8.08,15
13279,2018/10/31 14:16,4.71,14.6,11.2,10.64,7.93,15.01
13280,2018/10/31 16:16,4.71,14.61,11.21,10.62,7.81,14.99
13281,2018/10/31 18:16,4.72,14.6,11.2,10.65,7.84,15.01
13282,2018/10/31 20:16,4.71,14.61,11.2,10.65,7.86,15
13283,2018/10/31 22:16,4.72,14.61,11.21,10.65,7.86,15.01
13284,2018/11/1 0:16,4.72,14.61,11.2,10.64,7.87,15.01
13285,2018/11/1 2:16,4.74,14.61,11.21,10.65,7.86,15.01
13286,2018/11/1 4:16,4.74,14.61,11.2,10.64,7.86,15.01
13287,2018/11/1 6:16,4.74,14.6,11.21,10.65,7.87,15.01
13288,2018/11/1 8:16,4.76,14.61,11.2,10.64,7.89,15.01
13289,2018/11/1 10:16,4.72,14.61,11.21,10.65,7.94,15.02
13290,2018/11/1 12:16,4.71,14.61,11.2,10.65,7.97,15.01
13291,2018/11/1 14:16,4.73,14.6,11.21,10.66,7.9,15.01
13292,2018/11/1 16:16,4.71,14.61,11.21,10.66,7.84,15.01
13293,2018/11/1 18:16,4.71,14.61,11.21,10.65,7.85,15.01
13294,2018/11/1 20:16,4.71,14.6,11.21,10.67,7.86,15
13295,2018/11/1 22:16,4.71,14.61,11.2,10.67,7.87,15.02
13296,2018/11/2 0:16,4.73,14.61,11.19,10.63,7.86,15.01
13297,2018/11/2 2:16,4.73,14.61,11.2,10.63,7.86,15.02
13298,2018/11/2 4:16,4.72,14.61,11.2,10.64,7.88,15.01
13299,2018/11/2 6:16,4.77,14.61,11.19,10.67,7.87,15
13300,2018/11/2 8:16,4.76,14.61,11.21,10.68,7.9,15.01
13301,2018/11/2 10:16,4.72,14.61,11.2,10.66,7.91,15.02
13302,2018/11/2 12:16,4.72,14.62,11.21,10.66,7.92,15.01
13303,2018/11/2 14:16,4.72,14.6,11.21,10.67,7.88,15.01
13304,2018/11/2 16:16,4.72,14.61,11.21,10.65,7.85,15
13305,2018/11/2 18:16,4.7,14.61,11.22,10.66,7.86,15.01
13306,2018/11/2 20:16,4.72,14.61,11.2,10.65,7.87,15.01
13307,2018/11/2 22:16,4.72,14.59,11.2,10.65,7.88,15.01
13308,2018/11/3 0:16,4.73,14.61,11.2,10.65,7.88,15.01
13309,2018/11/3 2:16,4.77,14.61,11.21,10.66,7.88,15
13310,2018/11/3 4:16,4.76,14.6,11.2,10.67,7.87,15.01
13311,2018/11/3 6:16,4.77,14.6,11.19,10.67,7.87,15.02
13312,2018/11/3 8:16,4.77,14.61,11.2,10.66,7.89,15.01
13313,2018/11/3 10:16,4.78,14.62,11.19,10.67,7.88,15.01
13314,2018/11/3 12:16,4.78,14.62,11.19,10.66,7.9,15.02
13315,2018/11/3 14:16,4.76,14.6,11.19,10.67,7.88,15.01
13316,2018/11/3 16:16,4.74,14.6,11.2,10.65,7.88,15.01
13317,2018/11/3 18:16,4.74,14.59,11.18,10.67,7.88,15.01
13318,2018/11/3 20:16,4.77,14.6,11.18,10.65,7.88,15.01
13319,2018/11/3 22:16,4.77,14.61,11.17,10.67,7.89,15.01
13320,2018/11/4 0:16,4.78,14.62,11.17,10.67,7.89,15.01
13321,2018/11/4 2:16,4.79,14.61,11.18,10.66,7.89,15.01
13322,2018/11/4 4:16,4.79,14.61,11.18,10.67,7.87,15.01
13323,2018/11/4 6:16,4.79,14.61,11.19,10.66,7.88,15.01
13324,2018/11/4 8:16,4.78,14.61,11.17,10.66,7.91,15.02
13325,2018/11/4 10:16,4.75,14.61,11.19,10.67,7.94,15.02
13326,2018/11/4 12:16,4.74,14.61,11.19,10.67,7.98,15.02
13327,2018/11/4 14:16,4.79,14.61,11.19,10.67,7.91,15.01
13328,2018/11/4 16:16,4.74,14.61,11.18,10.66,7.88,15.01
13329,2018/11/4 18:16,4.73,14.61,11.16,10.65,7.85,15.02
13330,2018/11/4 20:16,4.79,14.61,11.19,10.67,7.88,15.01
13331,2018/11/4 22:16,4.8,14.61,11.18,10.66,7.89,15.01
13332,2018/11/5 0:16,4.8,14.61,11.15,10.65,7.89,15.01
13333,2018/11/5 2:16,4.78,14.61,11.16,10.67,7.89,15.01
13334,2018/11/5 4:16,4.79,14.61,11.16,10.67,7.9,15.01
13335,2018/11/5 6:16,4.78,14.62,11.18,10.66,7.89,15.02
13336,2018/11/5 8:16,4.78,14.61,11.19,10.64,7.9,15.01
13337,2018/11/5 10:16,4.75,14.65,11.18,10.66,8.01,15.03
13338,2018/11/5 12:16,4.73,14.61,11.18,10.66,8.03,15.02
13339,2018/11/5 14:16,4.74,14.6,11.17,10.67,7.96,15
13340,2018/11/5 16:16,4.8,14.62,11.17,10.66,7.83,15.01
13341,2018/11/5 18:16,4.79,14.61,11.16,10.67,7.83,15
13342,2018/11/5 20:16,4.78,14.61,11.17,10.67,7.88,15
13343,2018/11/5 22:16,4.79,14.61,11.17,10.65,7.88,15.01
13344,2018/11/6 0:16,4.79,14.6,11.17,10.67,7.9,15.01
13345,2018/11/6 2:16,4.79,14.61,11.17,10.67,7.89,15.01
13346,2018/11/6 4:16,4.79,14.62,11.17,10.65,7.89,15.01
13347,2018/11/6 6:16,4.79,14.61,11.18,10.67,7.88,15.01
13348,2018/11/6 8:16,4.79,14.62,11.17,10.66,7.9,15.01
13349,2018/11/6 10:16,4.8,14.62,11.17,10.68,7.9,15.02
13350,2018/11/6 12:16,4.76,14.63,11.17,10.67,7.99,15.02
13351,2018/11/6 14:16,4.75,14.61,11.17,10.68,8,15.01
13352,2018/11/6 16:16,4.75,14.61,11.16,10.68,7.88,15.01
13353,2018/11/6 18:16,4.76,14.59,11.17,10.66,7.83,15.01
13354,2018/11/6 20:16,4.79,14.61,11.17,10.68,7.87,15.01
13355,2018/11/6 22:16,4.79,14.61,11.18,10.67,7.9,15
13356,2018/11/7 0:16,4.79,14.61,11.14,10.67,7.89,15.01
13357,2018/11/7 2:16,4.8,14.62,11.16,10.68,7.89,15.01
13358,2018/11/7 4:16,4.81,14.62,11.17,10.66,7.89,15
13359,2018/11/7 6:16,4.8,14.61,11.17,10.68,7.88,15.01
13360,2018/11/7 8:16,4.8,14.61,11.16,10.67,7.88,15.02
13361,2018/11/7 10:16,4.8,14.61,11.18,10.66,7.89,15.01
13362,2018/11/7 12:16,4.79,14.61,11.16,10.68,7.9,15.01
13363,2018/11/7 14:16,4.81,14.61,11.19,10.67,7.9,15.01
13364,2018/11/7 16:16,4.79,14.62,11.17,10.67,7.89,15.01
13365,2018/11/7 18:16,4.8,14.62,11.16,10.67,7.88,15.01
13366,2018/11/7 20:16,4.8,14.6,11.16,10.68,7.89,15.02
13367,2018/11/7 22:16,4.79,14.61,11.17,10.67,7.89,15.01
13368,2018/11/8 0:16,4.8,14.61,11.17,10.67,7.89,15.02
13369,2018/11/8 2:16,4.79,14.62,11.17,10.67,7.9,15.01
13370,2018/11/8 4:16,4.8,14.61,11.17,10.66,7.9,15.01
13371,2018/11/8 6:16,4.8,14.61,11.18,10.67,7.87,15.02
13372,2018/11/8 8:16,4.79,14.59,11.16,10.69,7.88,15.02
13373,2018/11/8 10:16,4.78,14.6,11.18,10.66,7.9,15.01
13374,2018/11/8 12:16,4.74,14.6,11.19,10.67,7.9,15.01
13375,2018/11/8 14:16,4.75,14.61,11.17,10.67,7.89,15.02
13376,2018/11/8 16:16,4.75,14.61,11.17,10.68,7.89,15
13377,2018/11/8 18:16,4.75,14.61,11.19,10.68,7.88,15.01
13378,2018/11/8 20:16,4.75,14.6,11.18,10.67,7.89,15.01
13379,2018/11/8 22:16,4.76,14.6,11.19,10.68,7.88,15.01
13380,2018/11/9 0:16,4.75,14.6,11.19,10.69,7.88,15.01
13381,2018/11/9 2:16,4.75,14.61,11.19,10.69,7.88,15.03
13382,2018/11/9 4:16,4.76,14.79,11.19,10.68,7.88,14.99
13383,2018/11/9 6:16,4.79,14.6,11.17,10.7,7.87,15.01
13384,2018/11/9 8:16,4.79,14.59,11.18,10.68,7.91,15.03
13385,2018/11/9 10:16,4.77,14.61,11.18,10.68,7.98,15.03
13386,2018/11/9 12:16,4.76,14.6,11.17,10.67,8,15.02
13387,2018/11/9 14:16,4.75,14.6,11.17,10.68,7.88,15.01
