ID,date,NO.8,NO.13,NO.17,NO.21,NO.28,NO.33
3678,2018/3/19 11:18,4.56,14.1,11.38,10.76,7.78,15.01
3679,2018/3/19 11:30,4.57,14.11,11.35,10.74,7.79,15.02
3680,2018/3/19 11:42,4.58,14.11,11.36,10.75,7.79,15.02
3681,2018/3/19 11:54,4.58,14.11,11.36,10.76,7.78,15.02
3682,2018/3/19 12:06,4.58,14.11,11.36,10.75,7.78,15.02
3683,2018/3/19 12:18,4.57,14.11,11.37,10.74,7.77,15.02
3684,2018/3/19 12:30,4.58,14.11,11.36,10.74,7.79,15.02
3685,2018/3/19 12:42,4.57,14.11,11.36,10.75,7.79,15.03
3686,2018/3/19 12:54,4.57,14.11,11.36,10.75,7.78,15.02
3687,2018/3/19 13:06,4.58,14.11,11.36,10.74,7.79,15.03
3688,2018/3/19 13:18,4.57,14.11,11.37,10.74,7.8,15.03
3689,2018/3/19 13:30,4.58,14.11,11.37,10.75,7.79,15.03
3690,2018/3/19 13:42,4.57,14.11,11.38,10.75,7.78,15.02
3691,2018/3/19 13:54,4.57,14.11,11.37,10.74,7.79,15.03
3692,2018/3/19 14:06,4.58,14.11,11.37,10.74,7.79,15.02
3693,2018/3/19 14:18,4.58,14.11,11.38,10.75,7.79,15.02
3694,2018/3/19 14:30,4.56,14.1,11.37,10.75,7.79,15.03
3695,2018/3/19 14:42,4.57,14.11,11.36,10.75,7.79,15.01
3696,2018/3/19 14:54,4.58,14.11,11.36,10.74,7.79,15
3697,2018/3/19 15:06,4.58,14.11,11.38,10.75,7.79,15
3698,2018/3/19 15:18,4.58,14.11,11.38,10.75,7.78,15.01
3699,2018/3/19 15:30,4.58,14.11,11.39,10.73,7.78,15
3700,2018/3/19 15:42,4.58,14.11,11.38,10.75,7.78,15
3701,2018/3/19 15:54,4.58,14.11,11.37,10.73,7.78,15
3702,2018/3/19 16:06,4.57,14.11,11.36,10.74,7.78,15
3703,2018/3/19 16:18,4.56,14.11,11.36,10.73,7.79,15.01
3704,2018/3/19 16:30,4.57,14.11,11.38,10.74,7.78,15
3705,2018/3/19 16:42,4.57,14.11,11.36,10.75,7.78,15
3706,2018/3/19 16:54,4.57,14.11,11.37,10.74,7.79,15.01
3707,2018/3/19 17:06,4.57,14.11,11.38,10.74,7.78,15
3708,2018/3/19 17:18,4.57,14.11,11.36,10.76,7.78,15.01
3709,2018/3/19 17:30,4.57,14.11,11.37,10.75,7.78,15
3710,2018/3/19 17:42,4.56,14.11,11.37,10.74,7.78,15
3711,2018/3/19 17:54,4.57,14.11,11.36,10.75,7.79,15
3712,2018/3/19 18:06,4.58,14.11,11.37,10.73,7.78,15.01
3713,2018/3/19 18:18,4.58,14.11,11.36,10.74,7.78,15.01
3714,2018/3/19 18:30,4.57,14.11,11.37,10.74,7.78,15
3715,2018/3/19 18:42,4.58,14.11,11.37,10.74,7.79,15.01
3716,2018/3/19 18:54,4.57,14.1,11.37,10.75,7.78,15.01
3717,2018/3/19 19:06,4.58,14.11,11.36,10.74,7.78,15
3718,2018/3/19 19:30,4.58,14.11,11.37,10.74,7.78,15.01
3720,2018/3/19 19:54,4.58,14.11,11.36,10.74,7.78,15
3721,2018/3/19 20:06,4.58,14.11,11.38,10.74,7.78,15.02
3722,2018/3/19 20:18,4.58,14.1,11.37,10.75,7.77,14.99
3723,2018/3/19 20:30,4.57,14.12,11.36,10.75,7.78,15.01
3724,2018/3/19 20:42,4.57,14.11,11.36,10.74,7.78,15.01
3725,2018/3/19 20:54,4.58,14.11,11.37,10.74,7.78,15.01
3726,2018/3/19 21:06,4.57,14.11,11.36,10.75,7.78,15.01
3727,2018/3/19 21:18,4.58,14.11,11.37,10.75,7.79,15.01
3728,2018/3/19 21:30,4.57,14.11,11.38,10.74,7.79,15.02
3729,2018/3/19 21:42,4.58,14.11,11.36,10.73,7.78,15
3730,2018/3/19 21:54,4.58,14.11,11.36,10.73,7.78,15.01
3731,2018/3/19 22:06,4.58,14.11,11.37,10.74,7.78,15.01
3732,2018/3/19 22:18,4.57,14.11,11.38,10.74,7.78,15.01
3733,2018/3/19 22:30,4.57,14.11,11.36,10.75,7.79,15.01
3734,2018/3/19 22:42,4.57,14.11,11.36,10.74,7.78,15.01
3735,2018/3/19 22:54,4.58,14.11,11.38,10.74,7.76,15.02
3736,2018/3/19 23:06,4.57,14.11,11.38,10.74,7.79,15.02
3737,2018/3/19 23:18,4.58,14.11,11.36,10.73,7.79,15.01
3738,2018/3/19 23:30,4.57,14.11,11.37,10.73,7.79,15.02
3739,2018/3/19 23:42,4.58,14.11,11.37,10.74,7.78,15.01
3740,2018/3/19 23:54,4.59,14.11,11.37,10.74,7.79,15.01
3741,2018/3/20 0:06,4.57,14.11,11.37,10.74,7.78,15.02
3742,2018/3/20 0:18,4.58,14.11,11.38,10.73,7.79,15.01
3743,2018/3/20 0:30,4.58,14.11,11.38,10.73,7.78,15
3744,2018/3/20 0:42,4.57,14.11,11.38,10.72,7.78,15.01
3745,2018/3/20 0:54,4.58,14.11,11.38,10.76,7.78,15.01
3746,2018/3/20 1:06,4.57,14.11,11.37,10.74,7.77,15.02
3747,2018/3/20 1:18,4.59,14.11,11.34,10.74,7.78,15.01
3748,2018/3/20 1:30,4.56,14.11,11.36,10.74,7.78,15.02
3749,2018/3/20 1:42,4.57,14.12,11.38,10.73,7.78,15.01
3750,2018/3/20 1:54,4.57,14.11,11.38,10.74,7.79,15.02
3751,2018/3/20 2:06,4.58,14.12,11.37,10.76,7.78,15.02
3752,2018/3/20 2:18,4.57,14.1,11.38,10.74,7.77,15.01
3753,2018/3/20 2:30,4.57,14.11,11.38,10.74,7.78,15.02
3754,2018/3/20 2:42,4.59,14.12,11.38,10.74,7.79,15.01
3755,2018/3/20 2:54,4.57,14.11,11.38,10.73,7.78,15.01
3756,2018/3/20 3:06,4.57,14.11,11.38,10.72,7.78,15.02
3757,2018/3/20 3:18,4.58,14.11,11.36,10.74,7.78,15.01
3758,2018/3/20 3:30,4.57,14.11,11.36,10.75,7.78,15.01
3759,2018/3/20 3:42,4.57,14.11,11.36,10.73,7.78,15.02
3760,2018/3/20 3:54,4.56,14.11,11.36,10.73,7.78,15.02
3761,2018/3/20 4:06,4.56,14.11,11.35,10.73,7.78,15.02
3762,2018/3/20 4:18,4.59,14.11,11.36,10.74,7.77,15.01
3763,2018/3/20 4:30,4.59,14.11,11.36,10.7,7.78,15.02
3764,2018/3/20 4:42,4.58,14.11,11.36,10.73,7.78,15.02
3765,2018/3/20 4:54,4.58,14.11,11.38,10.73,7.77,15.01
3766,2018/3/20 5:06,4.59,14.11,11.37,10.74,7.78,15.02
3767,2018/3/20 5:18,4.57,14.11,11.36,10.73,7.78,15.01
3768,2018/3/20 5:30,4.59,14.11,11.38,10.75,7.78,15.02
3769,2018/3/20 5:42,4.59,14.11,11.37,10.74,7.79,15.01
3770,2018/3/20 5:54,4.58,14.11,11.37,10.73,7.79,15.01
3771,2018/3/20 6:06,4.58,14.11,11.37,10.75,7.77,15.01
3772,2018/3/20 6:18,4.58,14.11,11.36,10.73,7.79,15.03
3773,2018/3/20 6:30,4.59,14.11,11.36,10.73,7.78,15.01
3774,2018/3/20 6:42,4.57,14.11,11.38,10.73,7.78,15.01
3775,2018/3/20 6:54,4.58,14.12,11.37,10.73,7.77,15.02
3776,2018/3/20 7:06,4.58,14.11,11.36,10.73,7.78,15.02
3777,2018/3/20 7:18,4.56,14.11,11.37,10.73,7.77,15.03
3778,2018/3/20 7:30,4.56,14.11,11.36,10.73,7.78,15.01
3779,2018/3/20 7:42,4.56,14.1,11.38,10.72,7.78,15.01
3780,2018/3/20 7:54,4.57,14.11,11.38,10.72,7.78,15
3781,2018/3/20 8:06,4.57,14.11,11.37,10.72,7.79,15.01
3782,2018/3/20 8:18,4.56,14.12,11.36,10.73,7.78,15.02
3783,2018/3/20 8:30,4.59,14.1,11.37,10.75,7.79,15.02
3784,2018/3/20 8:42,4.57,14.11,11.37,10.73,7.79,15.01
3785,2018/3/20 8:54,4.58,14.11,11.37,10.74,7.78,15.02
3786,2018/3/20 9:06,4.57,14.11,11.37,10.73,7.78,15.02
3787,2018/3/20 9:19,4.58,14.11,11.36,10.74,7.79,15.02
3788,2018/3/20 9:30,4.58,14.11,11.36,10.73,7.78,15.02
3789,2018/3/20 9:43,4.58,14.11,11.38,10.73,7.78,15.02
3790,2018/3/20 9:54,4.57,14.11,11.38,10.72,7.79,15.01
3791,2018/3/20 10:06,4.56,14.11,11.37,10.73,7.79,15.02
3792,2018/3/20 10:18,4.57,14.11,11.38,10.73,7.79,15.02
3793,2018/3/20 10:30,4.57,14.11,11.37,10.73,7.79,15.02
3794,2018/3/20 10:42,4.55,14.11,11.37,10.74,7.79,15.02
3795,2018/3/20 10:54,4.58,14.11,11.36,10.72,7.79,15.01
3796,2018/3/20 11:06,4.59,14.11,11.36,10.71,7.79,15.01
3797,2018/3/20 11:18,4.57,14.11,11.37,10.72,7.78,15.01
3798,2018/3/20 11:30,4.57,14.11,11.37,10.72,7.78,15.02
3799,2018/3/20 11:42,4.58,14.11,11.39,10.73,7.79,15.03
3800,2018/3/20 11:54,4.57,14.11,11.38,10.75,7.79,15.03
3801,2018/3/20 12:06,4.57,14.11,11.37,10.75,7.79,15.05
3802,2018/3/20 12:18,4.56,14.11,11.38,10.75,7.79,15.04
3803,2018/3/20 12:30,4.56,14.1,11.37,10.76,7.78,15.03
3804,2018/3/20 12:42,4.57,14.11,11.37,10.73,7.78,15.03
3805,2018/3/20 12:54,4.56,14.11,11.38,10.75,7.77,15.02
3806,2018/3/20 13:06,4.56,14.11,11.37,10.77,7.78,15.03
3807,2018/3/20 13:18,4.54,14.11,11.37,10.75,7.79,15.04
3808,2018/3/20 13:30,4.54,14.11,11.37,10.77,7.8,15.03
3809,2018/3/20 13:42,4.55,14.11,11.36,10.77,7.79,15.04
3810,2018/3/20 13:54,4.54,14.11,11.37,10.75,7.79,15.03
3811,2018/3/20 14:06,4.53,14.11,11.38,10.75,7.79,15.02
3812,2018/3/20 14:18,4.54,14.1,11.37,10.77,7.78,15.03
3813,2018/3/20 14:30,4.55,14.1,11.36,10.76,7.79,15.02
3814,2018/3/20 14:42,4.54,14.11,11.36,10.75,7.79,15.03
3815,2018/3/20 14:54,4.54,14.11,11.38,10.76,7.8,15.03
3816,2018/3/20 15:06,4.53,14.11,11.37,10.74,7.8,15.03
3817,2018/3/20 15:18,4.53,14.11,11.38,10.77,7.79,15.03
3818,2018/3/20 15:30,4.53,14.11,11.36,10.76,7.79,15.03
3819,2018/3/20 15:42,4.54,14.11,11.38,10.76,7.79,15.01
3820,2018/3/20 15:54,4.53,14.1,11.36,10.77,7.79,15.01
3821,2018/3/20 16:06,4.52,14.11,11.37,10.76,7.78,15.01
3822,2018/3/20 16:18,4.53,14.11,11.37,10.76,7.79,15
3823,2018/3/20 16:30,4.54,14.11,11.37,10.77,7.78,15.01
3824,2018/3/20 16:42,4.53,14.11,11.36,10.77,7.78,15.01
3825,2018/3/20 16:54,4.53,14.1,11.36,10.77,7.78,15
3826,2018/3/20 17:06,4.52,14.11,11.38,10.77,7.78,15.01
3827,2018/3/20 17:18,4.52,14.11,11.36,10.76,7.78,15.02
3828,2018/3/20 17:30,4.52,14.11,11.36,10.75,7.78,15.01
3829,2018/3/20 17:42,4.53,14.11,11.37,10.76,7.78,15.01
3830,2018/3/20 17:54,4.53,14.11,11.36,10.75,7.78,15.02
3831,2018/3/20 18:06,4.52,14.11,11.38,10.75,7.78,15.01
3832,2018/3/20 18:18,4.53,14.11,11.38,10.74,7.78,15.02
3833,2018/3/20 18:30,4.52,14.11,11.38,10.76,7.78,15.01
3834,2018/3/20 18:42,4.53,14.11,11.38,10.76,7.78,15.02
3835,2018/3/20 18:54,4.53,14.12,11.37,10.75,7.79,15.02
3836,2018/3/20 19:06,4.52,14.11,11.36,10.76,7.77,15.02
3837,2018/3/20 19:18,4.52,14.1,11.36,10.76,7.78,15
3838,2018/3/20 19:30,4.5,14.12,11.36,10.76,7.78,15.01
3839,2018/3/20 19:42,4.52,14.11,11.36,10.77,7.78,15.03
3840,2018/3/20 19:54,4.48,14.11,11.37,10.74,7.79,15.01
3841,2018/3/20 20:06,4.48,14.11,11.36,10.76,7.78,15.02
3842,2018/3/20 20:18,4.5,14.11,11.37,10.75,7.78,15.02
3843,2018/3/20 20:30,4.51,14.11,11.37,10.76,7.78,15.02
3844,2018/3/20 20:42,4.51,14.11,11.36,10.73,7.78,15.02
3845,2018/3/20 20:54,4.49,14.11,11.36,10.75,7.79,15.01
3846,2018/3/20 21:06,4.49,14.11,11.39,10.74,7.78,15.01
3847,2018/3/20 21:18,4.51,14.11,11.37,10.78,7.78,15.03
3848,2018/3/20 21:30,4.52,14.11,11.36,10.74,7.79,15.03
3849,2018/3/20 21:42,4.52,14.11,11.38,10.73,7.78,15.02
3850,2018/3/20 21:54,4.51,14.11,11.38,10.74,7.78,15.03
3851,2018/3/20 22:06,4.51,14.11,11.36,10.78,7.79,15.03
3852,2018/3/20 22:18,4.5,14.11,11.36,10.75,7.78,15.03
3853,2018/3/20 22:30,4.51,14.11,11.36,10.77,7.78,15.03
3854,2018/3/20 22:42,4.5,14.11,11.37,10.74,7.78,15.02
3855,2018/3/20 22:54,4.51,14.11,11.37,10.76,7.78,15.03
3856,2018/3/20 23:06,4.49,14.11,11.37,10.77,7.77,15.03
3857,2018/3/20 23:18,4.51,14.11,11.35,10.76,7.78,15.02
3858,2018/3/20 23:30,4.5,14.11,11.36,10.74,7.79,15.02
3859,2018/3/20 23:42,4.5,14.11,11.35,10.74,7.78,15.02
3860,2018/3/20 23:55,4.5,14.11,11.36,10.75,7.78,15.03
3861,2018/3/21 0:06,4.5,14.11,11.37,10.74,7.78,15.01
3862,2018/3/21 0:18,4.51,14.11,11.36,10.76,7.77,15.03
3863,2018/3/21 0:30,4.5,14.11,11.36,10.75,7.79,15.01
3864,2018/3/21 0:42,4.5,14.11,11.34,10.77,7.78,15.02
3865,2018/3/21 0:54,4.52,14.11,11.36,10.74,7.78,15.03
3866,2018/3/21 1:06,4.49,14.11,11.38,10.76,7.79,15.02
3867,2018/3/21 1:18,4.49,14.11,11.37,10.72,7.79,15.03
3868,2018/3/21 1:30,4.5,14.11,11.37,10.73,7.78,15.02
3869,2018/3/21 1:42,4.47,14.11,11.37,10.75,7.78,15.03
3870,2018/3/21 1:55,4.5,14.11,11.36,10.75,7.79,15.01
3871,2018/3/21 2:06,4.49,14.11,11.38,10.74,7.79,15.02
3872,2018/3/21 2:18,4.5,14.11,11.36,10.73,7.77,15.03
3873,2018/3/21 2:30,4.5,14.11,11.37,10.74,7.78,15.02
3874,2018/3/21 2:42,4.49,14.11,11.38,10.74,7.8,15.03
3875,2018/3/21 2:54,4.49,14.12,11.37,10.73,7.79,15.02
3876,2018/3/21 3:06,4.5,14.11,11.36,10.76,7.77,15.02
3877,2018/3/21 3:18,4.49,14.11,11.36,10.75,7.77,15.03
3878,2018/3/21 3:30,4.49,14.11,11.37,10.76,7.79,15.02
3879,2018/3/21 3:42,4.5,14.11,11.36,10.73,7.78,15.01
3880,2018/3/21 3:54,4.51,14.11,11.36,10.76,7.79,15.03
3881,2018/3/21 4:06,4.5,14.11,11.37,10.77,7.79,15.03
3882,2018/3/21 4:18,4.49,14.11,11.37,10.76,7.78,15.04
3883,2018/3/21 4:30,4.49,14.11,11.37,10.77,7.77,15.04
3884,2018/3/21 4:42,4.5,14.11,11.36,10.76,7.78,15.02
3885,2018/3/21 4:54,4.48,14.11,11.36,10.76,7.78,15.03
3886,2018/3/21 5:06,4.5,14.11,11.36,10.76,7.79,15.03
3887,2018/3/21 5:18,4.48,14.11,11.37,10.75,7.77,15.02
3888,2018/3/21 5:30,4.49,14.11,11.37,10.77,7.77,15.03
3889,2018/3/21 5:42,4.48,14.11,11.37,10.77,7.79,15.03
3890,2018/3/21 5:54,4.48,14.11,11.36,10.76,7.79,15.03
3891,2018/3/21 6:06,4.49,14.1,11.37,10.76,7.78,15.02
3892,2018/3/21 6:18,4.5,14.1,11.38,10.75,7.77,15.03
3893,2018/3/21 6:30,4.49,14.1,11.38,10.76,7.78,15.01
3894,2018/3/21 6:42,4.5,14.1,11.36,10.77,7.78,15.02
3895,2018/3/21 6:54,4.5,14.1,11.36,10.73,7.78,15.03
3896,2018/3/21 7:06,4.5,14.1,11.36,10.76,7.78,15.04
3897,2018/3/21 7:18,4.5,14.1,11.36,10.73,7.79,15.02
3898,2018/3/21 7:30,4.5,14.1,11.37,10.76,7.8,15.03
3899,2018/3/21 7:42,4.49,14.1,11.37,10.77,7.79,15.03
3900,2018/3/21 7:54,4.47,14.1,11.38,10.75,7.78,15.04
3901,2018/3/21 8:06,4.47,14.1,11.36,10.76,7.79,15.03
3902,2018/3/21 8:18,4.49,14.1,11.37,10.77,7.78,15.05
3903,2018/3/21 8:30,4.46,14.1,11.35,10.74,7.78,15.03
3904,2018/3/21 8:42,4.47,14.1,11.36,10.75,7.78,15.04
3905,2018/3/21 8:54,4.48,14.1,11.38,10.75,7.79,15.04
3906,2018/3/21 9:06,4.48,14.1,11.36,10.73,7.79,15.04
3907,2018/3/21 9:18,4.48,14.1,11.36,10.74,7.79,15.05
3908,2018/3/21 9:30,4.48,14.1,11.36,10.77,7.78,15.05
3909,2018/3/21 9:42,4.47,14.1,11.37,10.75,7.79,15.06
3910,2018/3/21 9:54,4.47,14.11,11.36,10.76,7.79,15.08
3911,2018/3/21 10:06,4.46,14.11,11.36,10.74,7.78,15.05
3912,2018/3/21 10:18,4.46,14.1,11.38,10.76,7.78,15.04
3913,2018/3/21 10:30,4.46,14.11,11.38,10.76,7.79,15.04
3914,2018/3/21 10:43,4.46,14.11,11.38,10.75,7.78,15.03
3915,2018/3/21 10:54,4.46,14.11,11.38,10.76,7.79,15.03
3916,2018/3/21 11:06,4.45,14.1,11.36,10.76,7.79,15.05
3917,2018/3/21 11:18,4.46,14.11,11.37,10.76,7.79,15.04
3918,2018/3/21 11:31,4.46,14.11,11.38,10.77,7.79,15.04
3919,2018/3/21 11:42,4.46,14.11,11.38,10.78,7.79,15.03
3920,2018/3/21 11:55,4.47,14.11,11.36,10.76,7.79,15.03
3921,2018/3/21 12:06,4.45,14.11,11.37,10.77,7.79,15.03
3922,2018/3/21 12:19,4.46,14.11,11.36,10.76,7.79,15.03
3923,2018/3/21 12:30,4.45,14.11,11.37,10.76,7.79,15.04
3924,2018/3/21 12:43,4.46,14.11,11.36,10.76,7.8,15.05
3925,2018/3/21 12:54,4.45,14.1,11.36,10.76,7.8,15.05
3926,2018/3/21 13:07,4.46,14.1,11.37,10.76,7.81,15.06
3927,2018/3/21 13:18,4.44,14.11,11.36,10.75,7.81,15.09
3928,2018/3/21 13:31,4.45,14.11,11.36,10.75,7.81,15.08
3929,2018/3/21 13:42,4.46,14.11,11.37,10.75,7.8,15.09
3930,2018/3/21 13:54,4.45,14.1,11.36,10.75,7.8,15.09
3931,2018/3/21 14:06,4.45,14.11,11.36,10.75,7.8,15.09
3932,2018/3/21 14:18,4.45,14.09,11.37,10.75,7.8,15.1
3933,2018/3/21 14:30,4.45,14.11,11.36,10.77,7.82,15.1
3934,2018/3/21 14:42,4.46,14.11,11.38,10.75,7.8,15.08
3935,2018/3/21 14:54,4.46,14.11,11.38,10.76,7.78,15.08
3936,2018/3/21 15:06,4.45,14.11,11.36,10.77,7.8,15.07
3937,2018/3/21 15:18,4.45,14.11,11.37,10.77,7.8,15.08
3938,2018/3/21 15:30,4.45,14.11,11.37,10.77,7.79,15.07
3939,2018/3/21 15:42,4.45,14.11,11.36,10.78,7.81,15.07
3940,2018/3/21 15:54,4.44,14.11,11.37,10.77,7.8,15.07
3941,2018/3/21 16:06,4.45,14.11,11.36,10.77,7.78,15.05
3942,2018/3/21 16:18,4.45,14.11,11.36,10.75,7.79,15.04
3943,2018/3/21 16:30,4.45,14.11,11.37,10.77,7.78,15.03
3944,2018/3/21 16:42,4.46,14.11,11.37,10.76,7.78,15.01
3945,2018/3/21 16:54,4.46,14.12,11.36,10.76,7.78,14.99
3946,2018/3/21 17:06,4.45,14.11,11.38,10.77,7.78,14.98
3947,2018/3/21 17:18,4.45,14.11,11.37,10.76,7.79,14.98
3948,2018/3/21 17:30,4.46,14.12,11.35,10.78,7.76,14.99
3949,2018/3/21 17:42,4.46,14.12,11.36,10.77,7.78,14.97
3950,2018/3/21 17:54,4.47,14.11,11.36,10.77,7.79,14.98
3951,2018/3/21 18:06,4.47,14.11,11.37,10.76,7.79,14.99
3952,2018/3/21 18:18,4.48,14.11,11.37,10.77,7.78,14.98
3953,2018/3/21 18:30,4.48,14.11,11.38,10.76,7.77,14.99
3954,2018/3/21 18:42,4.48,14.11,11.38,10.75,7.77,14.99
3955,2018/3/21 18:54,4.5,14.11,11.36,10.75,7.78,14.99
3956,2018/3/21 19:06,4.52,14.11,11.38,10.76,7.78,15
3957,2018/3/21 19:18,4.51,14.11,11.38,10.76,7.78,15.01
3958,2018/3/21 19:30,4.52,14.12,11.36,10.76,7.78,15.01
3959,2018/3/21 19:42,4.53,14.1,11.37,10.72,7.78,15
3960,2018/3/21 19:55,4.51,14.11,11.38,10.76,7.78,15.01
3961,2018/3/21 20:06,4.52,14.11,11.37,10.76,7.76,15.02
3962,2018/3/21 20:19,4.53,14.11,11.36,10.75,7.78,15.01
3963,2018/3/21 20:30,4.52,14.11,11.36,10.75,7.77,15.02
3964,2018/3/21 20:43,4.53,14.11,11.36,10.76,7.78,15
3965,2018/3/21 20:54,4.54,14.11,11.36,10.75,7.79,15.02
3966,2018/3/21 21:07,4.54,14.12,11.36,10.75,7.78,15.03
3967,2018/3/21 21:18,4.53,14.11,11.37,10.76,7.78,15.02
3968,2018/3/21 21:30,4.54,14.11,11.36,10.75,7.79,15.02
3969,2018/3/21 21:43,4.52,14.11,11.37,10.76,7.78,15.03
3970,2018/3/21 21:54,4.55,14.12,11.36,10.74,7.79,15.02
3971,2018/3/21 22:07,4.53,14.12,11.37,10.75,7.79,15.02
3972,2018/3/21 22:18,4.53,14.11,11.37,10.74,7.77,15.02
3973,2018/3/21 22:30,4.54,14.12,11.38,10.75,7.79,15.03
3974,2018/3/21 22:43,4.54,14.12,11.38,10.76,7.75,15.01
3975,2018/3/21 22:54,4.53,14.12,11.36,10.75,7.78,15.01
3976,2018/3/21 23:06,4.53,14.11,11.37,10.75,7.78,15.03
3977,2018/3/21 23:18,4.53,14.12,11.36,10.74,7.77,15.01
3978,2018/3/21 23:30,4.54,14.11,11.38,10.76,7.77,15.03
3979,2018/3/21 23:43,4.55,14.12,11.36,10.75,7.74,15.03
3980,2018/3/21 23:54,4.54,14.11,11.35,10.74,7.78,15.03
3981,2018/3/22 0:06,4.53,14.12,11.37,10.77,7.77,15.01
3982,2018/3/22 0:18,4.52,14.12,11.36,10.75,7.78,15.03
3983,2018/3/22 0:30,4.55,14.12,11.37,10.75,7.77,15.02
3984,2018/3/22 0:42,4.54,14.11,11.38,10.75,7.78,15.03
3985,2018/3/22 0:54,4.55,14.12,11.36,10.77,7.76,15.03
3986,2018/3/22 1:06,4.53,14.12,11.36,10.71,7.77,15.02
3987,2018/3/22 1:18,4.55,14.11,11.38,10.75,7.78,15.03
3988,2018/3/22 1:31,4.54,14.11,11.38,10.73,7.77,15.02
3989,2018/3/22 1:43,4.55,14.12,11.36,10.73,7.79,15.04
3990,2018/3/22 1:55,4.54,14.11,11.38,10.73,7.78,15.03
3991,2018/3/22 2:06,4.54,14.12,11.36,10.74,7.77,15.03
3992,2018/3/22 2:19,4.54,14.11,11.38,10.74,7.78,15.01
3993,2018/3/22 2:31,4.53,14.11,11.38,10.74,7.79,15.03
3994,2018/3/22 2:42,4.55,14.11,11.36,10.76,7.78,15.04
3995,2018/3/22 2:55,4.56,14.04,11.37,10.73,7.78,15.04
3996,2018/3/22 3:06,4.54,14.14,11.38,10.74,7.78,15.04
3997,2018/3/22 3:18,4.55,14.1,11.36,10.73,7.78,15.05
3998,2018/3/22 3:30,4.54,14.12,11.38,10.73,7.78,15.05
3999,2018/3/22 3:43,4.54,14.14,11.37,10.75,7.78,15.04
4000,2018/3/22 3:55,4.55,14.13,11.38,10.72,7.78,15.05
4001,2018/3/22 4:06,4.55,14.09,11.38,10.74,7.78,15.05
4002,2018/3/22 4:19,4.55,14.11,11.36,10.74,7.78,15.01
4003,2018/3/22 4:30,4.54,14.12,11.36,10.74,7.79,15.04
4004,2018/3/22 4:43,4.55,14.11,11.35,10.75,7.78,15.04
4005,2018/3/22 4:54,4.54,14.11,11.36,10.74,7.78,15.03
4006,2018/3/22 5:07,4.56,14.12,11.36,10.74,7.77,15.02
4007,2018/3/22 5:18,4.56,14.12,11.36,10.72,7.79,15.02
4008,2018/3/22 5:31,4.55,14.12,11.36,10.73,7.79,15.03
4009,2018/3/22 5:42,4.56,14.12,11.38,10.73,7.78,15.01
4010,2018/3/22 5:54,4.57,14.12,11.36,10.74,7.78,15.02
4011,2018/3/22 6:07,4.56,14.11,11.37,10.75,7.78,15.02
4012,2018/3/22 6:18,4.57,14.12,11.36,10.71,7.77,15.01
4013,2018/3/22 6:31,4.56,14.12,11.39,10.76,7.78,15
4014,2018/3/22 6:42,4.55,14.12,11.37,10.74,7.79,15.03
4015,2018/3/22 6:54,4.57,14.12,11.38,10.7,7.78,15.01
4016,2018/3/22 7:07,4.55,14.12,11.37,10.74,7.78,15.03
4017,2018/3/22 7:18,4.57,14.12,11.36,10.73,7.78,15.03
4018,2018/3/22 7:31,4.56,14.12,11.36,10.73,7.78,15.03
4019,2018/3/22 7:42,4.56,14.12,11.38,10.73,7.78,15.04
4020,2018/3/22 7:55,4.55,14.11,11.36,10.76,7.79,15.01
4021,2018/3/22 8:06,4.57,14.11,11.36,10.73,7.79,15.04
4022,2018/3/22 8:18,4.55,14.12,11.38,10.75,7.79,15.03
4023,2018/3/22 8:31,4.55,14.12,11.36,10.71,7.79,15.04
4024,2018/3/22 8:42,4.55,14.12,11.37,10.72,7.8,15.04
4025,2018/3/22 8:55,4.56,14.12,11.37,10.73,7.8,15.05
4026,2018/3/22 9:06,4.56,14.12,11.37,10.7,7.79,15.07
4027,2018/3/22 9:19,4.57,14.12,11.36,10.73,7.81,15.08
4028,2018/3/22 9:30,4.56,14.12,11.37,10.75,7.82,15.11
4029,2018/3/22 9:43,4.52,14.12,11.37,10.77,7.83,15.12
4030,2018/3/22 9:55,4.5,14.11,11.36,10.74,7.83,15.13
4031,2018/3/22 10:06,4.47,14.12,11.36,10.75,7.82,15.15
4032,2018/3/22 10:18,4.48,14.12,11.36,10.76,7.83,15.16
4033,2018/3/22 10:30,4.47,14.12,11.37,10.79,7.82,15.18
4034,2018/3/22 10:42,4.48,14.12,11.36,10.77,7.84,15.21
4035,2018/3/22 10:54,4.46,14.12,11.37,10.76,7.83,15.22
4036,2018/3/22 11:06,4.46,14.12,11.36,10.73,7.85,15.23
4037,2018/3/22 11:19,4.45,14.12,11.36,10.73,7.85,15.27
4038,2018/3/22 11:30,4.46,14.12,11.36,10.73,7.86,15.3
4039,2018/3/22 11:42,4.45,14.12,11.36,10.75,7.87,15.32
4040,2018/3/22 11:54,4.45,14.12,11.37,10.75,7.9,15.35
4041,2018/3/22 12:06,4.45,14.12,11.36,10.74,7.91,15.37
4042,2018/3/22 12:18,4.46,14.12,11.38,10.73,7.91,15.38
4043,2018/3/22 12:30,4.44,14.12,11.36,10.74,7.92,15.39
4044,2018/3/22 12:42,4.45,14.12,11.37,10.75,7.9,15.4
4045,2018/3/22 12:54,4.44,14.12,11.37,10.74,7.9,15.41
4046,2018/3/22 13:06,4.45,14.12,11.38,10.75,7.88,15.41
