date,TEMP,pH,Cond,TD,DO,Mn,TP,NH3
02/16/2013,14.9,6.55,118,1.2,5.85,2.03,0.08,0.31
02/17/2013,15.3,6.55,116,1.9,5.67,2.58,0.08,0.37
02/18/2013,16.1,6.57,119,2,6.04,2.85,0.08,0.38
02/19/2013,16,6.65,117,1.9,6.35,2.84,0.08,0.39
02/20/2013,15.3,6.47,111,1.8,6.38,2.01,0.08,0.37
02/21/2013,15.4,6.48,113,2.9,6.4,1.76,0.08,0.41
02/22/2013,15.4,6.56,123,4.1,6.49,2.34,0.08,0.41
02/23/2013,15.5,6.51,122,2.1,6.19,2.27,0.08,0.4
02/24/2013,15.3,6.53,125,3.7,6.12,2.34,0.08,0.44
02/25/2013,15.4,6.57,124,3.1,6.25,2.43,0.08,0.39
02/26/2013,16.1,6.6,126,2.4,6.38,2.25,0.08,0.34
02/27/2013,16.7,6.6,126,2.7,6.42,2.27,0.07,0.29
02/28/2013,17,6.61,130,2.7,6.42,2.4,0.08,0.32
03/01/2013,18.1,6.59,134,2.2,6.32,2.46,0.08,0.38
03/02/2013,16.6,6.58,131,3.4,6.01,1.97,0.08,0.38
03/03/2013,16.9,6.57,140,4.5,5.97,2.23,0.08,0.39
03/04/2013,17.4,6.57,146,5.2,5.7,2.44,0.08,0.42
03/05/2013,17.3,6.53,144,4.4,5.72,2.91,0.07,0.37
03/06/2013,17.5,6.5,149,4.1,5.34,2.49,0.07,0.37
03/07/2013,17.8,6.53,153,3.7,5.59,2.66,0.07,0.35
03/08/2013,18.2,6.52,152,4.5,5.78,3.1,0.07,0.34
03/09/2013,18.5,6.61,159,4.5,6.04,3.31,0.06,0.31
03/10/2013,19.3,6.62,164,4.5,6.36,3.63,0.06,0.3
03/11/2013,18.6,6.59,157,4.3,6.41,2.95,0.06,0.32
03/12/2013,19.2,6.63,167,6.6,6.47,3.59,0.06,0.31
03/13/2013,19.5,6.6,171,6.5,6.39,3.81,0.06,0.29
03/14/2013,19,6.66,166,4,6.04,3.26,0.06,0.3
03/15/2013,19.2,6.74,166,2.8,5.68,2.74,0.06,0.33
03/16/2013,19.7,6.8,178,2.9,6.03,3.17,0.05,0.3
03/17/2013,20.1,6.72,173,3.7,6.61,2.96,0.06,0.26
03/18/2013,20.3,6.74,174,4.3,6.52,3.13,0.07,0.25
03/19/2013,20.1,6.66,174,5,5.74,2.85,0.06,0.25
03/20/2013,20.2,6.58,172,5.3,5.22,3.01,0.06,0.27
03/21/2013,20,6.62,170,6.7,4.93,2.79,0.06,0.42
03/22/2013,20.6,6.79,178,4.7,4.61,2.95,0.06,0.56
03/23/2013,21.1,6.8,185,6.3,4.77,3.34,0.06,0.48
03/24/2013,20.6,6.68,177,7,4.64,2.99,0.07,0.39
03/25/2013,21,6.65,182,4,4.62,3,0.07,0.35
03/26/2013,20.1,6.53,173,20.3,4.81,2.57,0.1,0.46
03/27/2013,19.4,6.55,153,52.9,5.82,2.78,0.11,0.5
03/28/2013,18.9,6.53,142,36.9,6.24,2.84,0.1,0.45
03/29/2013,18.5,6.44,144,28.9,5.97,3.02,0.09,0.42
03/30/2013,18.4,6.43,156,23.7,5.56,3.57,0.1,0.47
03/31/2013,18.6,6.42,148,17.8,5.49,2.66,0.1,0.24
04/01/2013,18.7,6.53,142,29.6,5.8,3.39,0.09,0.23
04/02/2013,18.7,6.34,128,24,5.82,3.13,0.09,0.24
04/03/2013,18.8,6.33,137,28.3,6.17,3.17,0.1,0.27
04/04/2013,18.5,6.28,136,35.4,6.09,2.83,0.1,0.27
04/05/2013,18.6,6.31,127,72,6.66,3.21,0.09,0.19
04/06/2013,18.2,6.24,113,57.9,7.37,2.75,0.08,0.12
04/07/2013,18.4,6.34,114,56.8,7.45,2.89,0.08,0.07
04/08/2013,18.4,6.48,122,34.9,6.95,2.68,0.07,0.12
04/09/2013,18.3,6.41,120,33.9,6.72,2.83,0.08,0.08
04/10/2013,18.9,6.31,120,30.1,6.44,2.67,0.07,0.06
04/11/2013,18.6,6.3,120,26,6.28,2.54,0.07,
04/12/2013,18.5,6.23,122,22.9,6.26,2.55,0.06,
04/13/2013,18.5,6.28,123,23.4,6.16,2.57,0.06,0.05
04/14/2013,19,6.37,123,19.9,6.01,2.76,0.06,0.25
04/15/2013,19.8,6.38,126,17.8,5.82,2.66,0.06,0.4
04/16/2013,19.8,6.51,128,15.4,5.77,2.94,0.06,0.28
04/17/2013,20.5,6.68,132,15.6,5.59,2.89,0.06,0.14
04/18/2013,21.1,6.82,134,22.1,5.5,2.95,0.07,0.07
04/19/2013,21,6.81,128,44.9,5.56,3.15,0.07,0.27
04/20/2013,21.1,6.85,123,30.4,5.76,3.19,0.07,0.23
04/21/2013,21.1,6.9,129,27.5,5.67,2.94,0.07,0.32
04/22/2013,20.8,6.77,129,20.9,5.61,2.36,0.07,0.11
04/23/2013,21,6.7,128,23,5.54,2.38,0.08,0.12
04/24/2013,21.4,6.75,130,23.1,5.46,3.14,0.07,0.19
04/25/2013,21.6,6.63,132,19.8,5.03,3.05,0.07,0.22
04/26/2013,21.8,6.67,134,19.5,5.01,2.85,0.07,0.22
04/27/2013,21.5,6.62,136,17.8,5,2.74,0.08,0.19
04/28/2013,21.8,6.54,138,14.3,4.68,2.65,0.07,0.28
04/29/2013,22.1,6.49,134,15.3,4.93,2.7,0.07,0.16
04/30/2013,22.2,6.47,138,16.8,4.55,2.66,0.07,0.27
05/01/2013,22.3,6.46,139,16.6,5.05,2.47,0.07,0.19
05/02/2013,22.4,6.43,134,14.6,5.09,2.5,0.07,0.15
05/03/2013,22.3,6.4,137,13.9,5.18,2.46,0.07,0.15
05/04/2013,22.2,6.38,136,12.4,4.81,2.2,0.08,0.11
05/05/2013,22,6.39,137,14,4.98,2.35,0.07,0.05
05/06/2013,22.2,6.36,135,14,4.77,2.44,0.07,0.06
05/07/2013,22.6,6.69,134,16,4.98,2.67,0.07,0.1
05/08/2013,22.6,6.78,131,18.4,4.89,2.91,0.07,0.1
05/09/2013,23,6.77,138,17.9,4.85,2.65,0.06,0.1
05/10/2013,23,6.76,134,26.2,5.06,2.8,0.06,0.05
05/11/2013,23.1,6.76,125,52.9,5.56,2.99,,
05/12/2013,23.4,6.79,126,42.8,5.88,3.04,0.08,0.12
05/13/2013,24.5,6.66,126,28.5,5.67,2.94,0.07,0.11
05/14/2013,24.8,6.6,133,22.3,5.02,3.21,0.07,0.07
05/15/2013,24.5,6.59,134,42.1,4.96,2.92,0.07,0.13
05/16/2013,24.6,6.5,124,57.2,5.29,2.95,,0.12
05/17/2013,24.8,6.52,128,34.4,5.13,2.95,,0.12
05/18/2013,25.2,6.46,125,28.1,5.14,2.87,0.07,0.05
05/19/2013,25.4,6.63,129,39.3,5.08,3.04,0.07,0.08
05/20/2013,24.9,6.68,125,51.8,4.96,3.06,0.06,0.13
05/21/2013,24.4,6.85,133,86.9,5.98,2.95,,0.11
05/22/2013,24.3,6.92,128,115.4,6.61,3.09,,0.08
05/23/2013,24.4,6.83,118,148,6.42,3.31,,0.07
05/24/2013,25,6.82,121,98.8,6.3,3.28,,0.06
05/25/2013,25.4,6.89,123,53,6.04,3.16,,
05/26/2013,25.3,6.86,121,53.1,5.79,2.91,,
05/27/2013,25.6,6.86,121,58.8,5.46,3.54,,0.05
05/28/2013,27.7,6.72,122,32.9,5.11,3.08,0.05,
05/29/2013,27,6.73,121,23.4,4.33,2.59,0.06,0.07
05/30/2013,27.2,6.71,123,28,4.96,2.53,0.06,0.12
05/31/2013,27.3,6.67,121,31.8,5.08,2.78,0.05,0.09
06/01/2013,27.5,6.6,125,32.2,4.84,2.98,0.06,0.14
06/02/2013,27.5,6.58,128,32.3,4.79,2.88,0.05,0.12
06/03/2013,27.2,6.48,121,30.3,4.86,2.58,0.06,0.1
06/04/2013,26.6,6.63,123,28.5,4.94,2.62,0.06,0.1
06/05/2013,26.5,6.62,119,49.1,5.14,2.78,0.07,0.17
06/06/2013,26.8,6.7,120,33.2,5.44,2.77,0.06,0.15
06/07/2013,26.6,6.66,120,36.4,5.33,2.93,0.06,0.1
06/08/2013,26.5,6.54,115,35.1,5.27,2.87,0.06,0.13
06/09/2013,26.9,6.48,117,44.7,4.95,3.17,0.07,0.06
06/10/2013,26.6,6.38,114,55.9,4.82,2.86,0.06,0.07
06/11/2013,26.1,6.39,116,35.5,4.8,2.66,0.06,0.1
06/12/2013,25.5,6.42,113,41.2,4.85,2.55,0.06,0.07
06/13/2013,24.9,6.37,105,78.5,5.63,2.8,0.06,0.05
06/14/2013,25,6.31,107,45.3,5.97,2.8,0.06,
06/15/2013,25.3,6.24,110,27.1,5.57,2.76,0.06,
06/16/2013,25.6,6.22,108,25.6,5.12,2.77,0.06,
06/17/2013,26.2,6.38,111,31.5,5.14,2.84,0.06,0.05
06/18/2013,26.9,6.74,117,26.6,5.47,2.86,0.06,0.05
06/19/2013,27.2,6.82,115,22,5.29,2.96,0.05,
06/20/2013,27.8,6.74,119,17.1,4.86,3.17,0.05,0.06
06/21/2013,28.1,6.74,122,27.7,4.79,3.01,0.05,
06/22/2013,28.5,6.69,127,20.5,5,2.79,0.05,0.07
06/23/2013,28.5,6.67,120,20.8,4.61,2.58,0.07,0.12
06/24/2013,28.5,6.68,120,29.7,4.53,2.81,0.07,0.09
06/25/2013,28.7,6.73,120,49.3,4.7,2.95,0.06,0.11
06/26/2013,28.2,6.8,104,35.4,4.63,2.88,0.08,0.11
06/27/2013,29,6.91,123,20.7,4.52,2.67,0.07,0.08
06/28/2013,29.1,6.92,127,19.6,4.74,2.41,0.06,0.09
06/29/2013,29.6,6.95,135,14.4,4.91,2.36,0.06,0.07
06/30/2013,29.6,6.84,132,11.8,4.57,2.74,0.06,
07/01/2013,29.8,6.79,133,10,4.51,,0.05,0.05
07/02/2013,30.2,6.77,136,9,4.47,,0.05,0.07
07/03/2013,30.4,6.8,139,11.4,4.84,,0.05,
07/04/2013,30.7,6.86,143,8.2,5.41,,0.05,
07/05/2013,30.9,7.09,146,9.7,6.12,,0.05,0.05
07/06/2013,30.8,7.13,146,8.6,6.06,3.36,0.04,0.1
07/07/2013,31.2,7.24,159,8.4,6.45,3.5,0.04,0.08
07/08/2013,31.3,7.35,161,7.9,7.49,3.46,0.04,0.07
07/09/2013,31.9,7.4,159,8.9,7.61,3.14,0.04,0.07
07/10/2013,32,7.23,161,7,8.18,3.85,0.04,0.06
07/11/2013,31.9,7.07,167,6.2,7.4,3.24,0.04,0.08
07/12/2013,32.6,7.36,173,9,7.47,3.86,0.04,0.07
07/13/2013,31.1,6.89,164,12,5.54,3.09,0.04,0.11
07/14/2013,29.9,6.83,149,308.1,5.2,4.14,0.13,0.19
07/15/2013,29.4,6.92,152,268.4,6.46,4.14,0.11,0.15
07/16/2013,29.1,6.78,143,109.2,6.08,2.86,0.07,0.15
07/17/2013,28.5,6.59,132,70.7,5.56,2.54,0.07,0.15
07/18/2013,28.1,6.48,119,104.7,5.04,3,0.09,0.19
07/19/2013,28,6.43,118,109,4.72,3.13,0.08,0.17
07/20/2013,28.3,6.56,121,62.8,4.88,2.86,0.08,0.14
07/21/2013,27.9,6.8,122,47.6,4.67,2.68,0.07,0.14
07/22/2013,28.1,6.79,134,33.5,4.41,2.51,0.07,0.12
07/23/2013,29.1,6.84,136,30.3,4.57,2.64,0.07,0.08
07/24/2013,29.6,6.81,141,26.4,4.42,2.82,0.06,0.11
07/25/2013,30.1,6.83,149,21.6,4.75,3.24,0.06,0.12
07/26/2013,31,7.22,152,17.9,6.42,3.84,0.06,0.08
07/27/2013,31.3,7.31,155,12.2,7.85,2.44,0.05,0.07
07/28/2013,31.2,7.32,156,9.9,7.98,1.07,0.04,0.07
07/29/2013,31.6,7.41,158,9.9,7.02,1.3,0.05,0.08
07/30/2013,32.1,7.25,160,8.4,7.93,1.42,0.05,0.08
07/31/2013,31.5,7.03,157,9,6.1,2.68,0.04,0.11
08/01/2013,32.6,7.41,164,10.4,7.09,3.58,0.06,0.1
08/02/2013,31.2,6.87,157,6.9,5.07,2.56,0.05,0.17
08/03/2013,31.8,6.78,158,4.1,4.87,2.54,0.05,0.19
08/04/2013,32.1,6.87,160,7.9,5.1,2.89,0.05,0.15
08/05/2013,32.7,7.42,160,8.8,7.66,3.09,0.06,0.09
08/06/2013,32.6,7.08,170,8.7,6.3,2.82,0.05,0.18
08/07/2013,32.9,7.03,171,8.9,7.01,2.69,0.05,0.1
08/08/2013,33.1,7.04,172,8.5,7.4,2.76,0.05,0.09
08/09/2013,33.3,6.99,168,8.9,7.72,1.3,0.05,0.1
08/10/2013,33.1,6.97,170,10.6,6.51,1.3,0.05,0.11
08/11/2013,33.4,6.87,181,8.4,5.89,1.7,0.04,0.12
08/12/2013,33.2,6.83,178,7.4,6.11,2.14,0.04,0.12
08/13/2013,33.3,6.82,179,7.9,6.03,2.39,0.04,0.12
08/14/2013,33,6.79,180,4.9,5.45,2.29,0.04,0.12
08/15/2013,32.4,6.87,182,10.8,4.62,2.26,0.05,0.15
08/16/2013,32.2,6.88,180,8.1,4.26,2.1,0.04,0.17
08/17/2013,31.9,6.91,178,7,3.45,1.94,0.04,0.22
08/18/2013,31.9,6.97,176,7.4,4.2,2.14,0.04,0.23
08/19/2013,32.8,7.16,164,9.2,6.11,2.57,0.05,0.16
08/20/2013,32.8,7.26,168,9.5,5.92,2.64,0.05,0.17
08/21/2013,32.6,6.96,169,7.7,5.6,1.97,0.06,0.19
08/22/2013,31.1,6.86,170,46.3,4.05,2.07,0.06,0.23
08/23/2013,30.5,6.91,146,80.2,5.05,2.5,0.07,0.28
08/24/2013,30.2,6.99,152,52.6,5.15,2.42,0.08,0.28
08/25/2013,31.1,7.07,161,26,5.25,2.39,0.06,0.23
08/26/2013,31.2,7.01,155,21.2,4.57,2.51,0.07,0.19
08/27/2013,31,6.91,148,27.3,3.6,2.5,0.07,0.23
08/28/2013,30.8,6.75,134,34.9,3.66,2.61,0.07,0.22
08/29/2013,31.1,6.67,128,42.1,3.88,3.06,0.08,0.25
08/30/2013,30.2,6.6,137,43.9,3.55,2.7,0.08,0.21
08/31/2013,29.7,6.57,123,128.9,4.89,2.83,0.09,0.21
09/01/2013,29.7,6.67,131,88.9,5.75,2.58,0.06,0.22
09/02/2013,29.7,6.71,132,61.1,5.55,2.48,0.06,0.14
09/03/2013,29.7,6.65,130,39,5.19,2.24,0.06,0.15
09/04/2013,29.8,6.62,129,40.4,4.67,2.24,0.06,0.16
09/05/2013,29.2,6.56,124,41.9,4.11,2.59,0.07,0.17
09/06/2013,29.4,6.6,133,42.4,3.83,2.68,0.07,0.19
09/07/2013,29.7,6.64,126,34.3,4.55,2.85,0.07,0.17
09/08/2013,30.4,6.95,130,35.6,5.21,2.96,0.07,0.15
09/09/2013,29.8,6.66,139,23.3,3.35,2.64,0.07,0.22
09/10/2013,31.1,6.76,147,22,3.99,3,0.06,0.19
09/11/2013,32,7.28,146,16.9,6.91,3.43,0.06,0.11
09/12/2013,31.9,7.17,146,11.8,6.75,3.37,0.05,0.11
09/13/2013,32.1,7.61,162,12.1,7.26,3.55,0.06,0.2
09/14/2013,31.8,7.28,170,10.3,6.26,3.46,0.05,0.07
09/15/2013,32.3,7.22,171,10.5,6.95,3.56,0.06,0.08
09/16/2013,32.9,7.22,166,6.3,6.6,3.75,0.06,0.1
09/17/2013,32.2,6.94,179,4.4,4.84,3.75,0.06,0.14
09/18/2013,32.2,6.92,179,6.3,3.71,3.29,0.05,0.17
09/19/2013,32,6.81,177,7.1,3.54,3.07,0.05,0.21
09/20/2013,32.7,6.88,178,5.3,4.26,3.04,0.05,0.21
09/21/2013,32.6,6.84,177,4.9,4,3.07,0.05,0.22
09/22/2013,32.3,6.81,188,8.3,3.1,3,0.05,0.27
09/23/2013,32.2,6.84,176,11.8,2.94,3.09,0.06,0.23
09/24/2013,32.8,6.88,183,12.2,3.3,3.47,0.06,0.23
09/25/2013,33.5,6.87,182,10,4.13,3.69,0.06,0.28
09/26/2013,34.5,6.83,169,11.8,3.15,3.56,0.06,0.32
09/27/2013,,6.91,177,15,2.83,3.35,0.07,0.29
09/28/2013,29.1,6.9,175,12.8,3.14,2.98,0.07,0.3
09/29/2013,28.8,6.84,175,9.4,3.27,2.64,0.06,0.29
09/30/2013,29.1,6.8,179,7.6,3.44,2.79,0.06,0.23
10/01/2013,29,6.79,178,8.6,3.53,2.72,0.06,0.21
10/02/2013,28.7,6.8,173,11.6,4.54,2.77,0.06,0.23
10/03/2013,28.5,6.71,157,12.8,3.65,2.55,0.06,0.33
10/04/2013,28.2,6.76,149,12.9,3.78,2.64,0.06,0.29
10/05/2013,28,6.76,145,13.8,3.88,3.13,0.06,0.23
10/06/2013,27.8,6.78,149,12.1,4.07,3.19,0.05,0.22
10/07/2013,27.3,6.73,150,17.4,3.1,2.92,0.06,0.23
10/08/2013,27.2,6.75,156,16.4,2.88,2.78,0.06,0.22
10/09/2013,27.7,6.85,164,10.3,4.09,3.62,0.06,0.21
10/10/2013,28,6.74,159,7.2,4.53,3.34,0.05,0.2
10/11/2013,28.2,7.16,180,9.8,4.9,3.87,0.05,0.18
10/12/2013,27.7,6.85,184,10.1,5.11,2.99,0.05,0.19
10/13/2013,,,,,,,,
10/14/2013,27.6,7.08,192,9.5,4.52,2.46,0.05,0.3
10/15/2013,27.3,7.09,190,9.4,4.1,2.45,0.05,0.23
10/16/2013,27.3,7.09,180,10.5,4.39,2.38,0.04,0.24
10/17/2013,26.9,6.97,182,10.9,4.07,2.35,0.04,0.25
10/18/2013,27,6.94,190,6.3,4.07,2.38,0.04,0.26
10/19/2013,26.8,6.88,183,9.6,3.64,2.42,0.04,0.27
10/20/2013,26.5,6.83,187,14.1,2.99,2.63,0.04,0.28
10/21/2013,26.2,6.76,185,17.2,3.29,2.66,0.04,0.26
10/22/2013,26.1,6.83,193,16.3,3.33,2.99,0.05,0.25
10/23/2013,26,6.84,189,18.8,3.48,2.71,0.05,0.23
10/24/2013,25.2,6.79,196,16.7,3.25,2.45,0.05,0.23
10/25/2013,25.2,6.85,225,17.6,3.14,2.64,0.06,0.16
10/26/2013,25,6.91,229,17.8,3.52,2.94,0.06,0.15
10/27/2013,24.6,6.87,236,16.1,3.66,2.76,0.05,0.16
10/28/2013,24.1,6.95,246,25.6,4.62,3.37,0.05,0.15
10/29/2013,24.2,6.94,238,14.7,4.03,3.22,0.05,0.21
10/30/2013,24.3,6.92,229,11,4.23,2.89,0.05,0.18
10/31/2013,24.8,7.01,231,7.7,4.66,2.96,0.05,0.19
11/01/2013,24.4,7.09,218,8.2,5.41,3.27,0.05,0.16
11/02/2013,24.4,7.18,232,9,5.52,3.45,0.05,0.16
11/03/2013,24.2,7.08,258,9.8,4.42,4.32,0.06,0.22
11/04/2013,23.9,7.01,249,10.4,4.09,3.99,0.07,0.26
11/05/2013,23.8,6.95,251,13.5,3.89,3.78,0.07,0.24
11/06/2013,23.7,6.93,249,15.6,3.65,3.67,0.07,0.28
11/07/2013,23.8,6.98,252,10.7,4.08,4.1,0.07,0.31
11/08/2013,23.7,6.94,243,10.2,4.14,4.2,0.07,0.31
11/09/2013,24.1,6.95,230,8.6,4.92,3.83,0.07,0.25
11/10/2013,24.4,7.08,233,9.2,5.42,4.26,0.07,0.27
11/11/2013,23.9,6.96,239,11.9,4.68,4.17,0.06,0.28
11/12/2013,23.2,6.98,237,11,3.03,3.78,0.07,0.4
11/13/2013,22.8,6.91,221,11.2,2.91,3.72,0.07,0.41
11/14/2013,22.5,6.94,228,17.9,2.9,3.74,0.09,0.39
11/15/2013,22.2,7,239,15.8,3.38,2.65,0.09,0.41
11/16/2013,22.1,7.06,241,17.4,3.5,2.66,0.1,0.39
11/17/2013,21.9,7.01,233,17,3.41,2.48,0.09,0.42
11/18/2013,21.6,6.96,230,14.2,3.4,2.55,0.09,0.4
11/19/2013,21.3,7.04,228,15.4,3.16,2.6,0.1,0.5
11/20/2013,21.1,7.17,227,12.1,2.94,2.46,0.09,0.5
11/21/2013,21.2,7.14,230,11.9,2.89,2.77,0.1,0.49
11/22/2013,20.9,7.06,237,10.3,3,2.04,0.1,0.49
11/23/2013,20.9,7.01,237,10.3,3.51,1.89,0.09,0.45
11/24/2013,20.7,7.03,238,12.2,3.83,2.5,0.07,0.41
11/25/2013,20.3,7,231,18.2,4.07,2.93,0.08,0.43
11/26/2013,20,7.04,226,21.2,3.82,2.46,0.08,0.4
11/27/2013,19.8,6.99,228,18.8,3.86,2.34,0.09,0.43
11/28/2013,19.5,6.92,220,15.8,3.8,2.32,0.08,0.48
11/29/2013,19.1,6.9,214,15.6,3.78,2.33,0.07,0.48
11/30/2013,18.9,6.94,211,16,3.75,2.36,0.07,0.45
12/01/2013,18.5,6.87,211,13.2,3.38,2.39,0.07,0.48
12/02/2013,18.2,6.9,214,10.5,3.41,2.68,0.07,0.5
12/03/2013,18.3,7.2,218,11.7,3.87,2.46,0.07,0.44
12/04/2013,18,7.14,219,8.9,4,3,0.08,0.43
12/05/2013,17.8,7.18,224,7.5,4.02,2.47,0.07,0.43
12/06/2013,17.8,7.16,225,5.7,4.17,2.61,0.07,0.41
12/07/2013,17.6,7.14,221,7.1,4.16,2.74,0.07,0.4
12/08/2013,17.8,7.2,227,11.6,4.39,3.07,0.07,0.34
12/09/2013,17.7,7.13,230,13.1,4.47,3.39,0.07,0.32
12/10/2013,17.3,7.06,223,13.8,4.31,2.54,0.08,0.36
12/11/2013,17,7.02,222,13.5,4.89,2.4,0.08,0.37
12/12/2013,17,7.04,220,12,5.47,2.69,0.09,0.35
12/13/2013,17.2,7.04,225,12.4,5.21,3.01,0.09,0.38
12/14/2013,16.9,7,215,12.1,5.25,2.98,0.08,0.39
12/15/2013,16.7,6.94,210,12.5,5.32,3.23,0.07,0.4
12/16/2013,16.3,6.98,207,16.9,5.4,2.87,0.09,0.53
12/17/2013,15.6,6.94,176,42.5,6.64,2.71,0.1,0.54
12/18/2013,14.9,6.98,157,55.1,7.8,2.8,0.12,0.58
12/19/2013,14.7,6.93,153,37.6,8.19,2.61,0.11,0.48
12/20/2013,14.6,6.96,155,31.1,8.41,2.68,0.11,0.43
12/21/2013,14.3,6.89,159,28.8,7.56,2.5,0.11,0.46
12/22/2013,14.3,6.97,168,21.4,8.08,2.2,0.11,0.36
12/23/2013,14.3,6.97,161,22.6,8.21,2.08,0.11,0.38
12/24/2013,14.1,6.83,158,23.1,7.21,2.4,0.1,0.48
12/25/2013,14.1,6.85,160,21.3,7.07,2.54,0.09,0.47
12/26/2013,14.1,6.82,160,19.2,7.36,2.63,0.09,0.45
12/27/2013,13.4,6.76,159,18.6,7.53,2.44,0.1,0.54
12/28/2013,13.2,6.83,160,23,7.9,2.55,0.1,0.56
12/29/2013,13.3,6.79,187,16.2,7.64,2.99,0.1,0.52
12/30/2013,13.1,6.84,182,15.8,7.88,2.52,0.1,0.51
12/31/2013,12.9,6.78,175,13.7,7.69,2.57,0.1,0.55
01/01/2014,12.7,6.8,170,17.2,8.03,2.56,0.1,0.49
01/02/2014,12.9,6.86,176,18.5,7.62,2.75,0.09,0.53
01/03/2014,13.8,6.78,179,11.4,7.14,3.24,0.08,0.65
01/04/2014,13.4,6.75,173,11.7,7.41,2.7,0.08,0.56
01/05/2014,13.3,6.7,171,15.1,7.34,2.39,0.08,0.58
01/06/2014,13.3,6.72,165,15.5,8.09,2.32,0.08,0.47
01/07/2014,13.8,7.11,166,10.2,7.98,2.56,0.07,0.49
01/08/2014,14.1,7.24,171,7.5,8,2.68,0.07,0.56
01/09/2014,13.8,7.23,165,6.8,7.54,2.32,0.07,0.56
01/10/2014,13.7,7.2,162,6.3,7.38,2.11,0.07,0.57
01/11/2014,13.7,7.22,165,3.5,7.25,2.12,0.07,0.58
01/12/2014,14.6,7,171,,,2.47,0.07,0.51
01/13/2014,14,7.03,170,12,7.47,2.13,0.06,0.39
01/14/2014,13.5,7.1,180,11.1,8.29,2.14,0.06,0.59
01/15/2014,13.3,7.18,189,14.9,8.23,2.14,0.07,0.57
01/16/2014,13.2,7.1,172,12.1,7.76,2.42,0.09,0.64
01/17/2014,13.4,7.12,164,13.9,7.63,2.38,0.09,0.61
01/18/2014,13.6,7.12,172,10.9,7.77,2.6,0.08,0.57
01/19/2014,12.9,7.07,170,9.8,7.56,2.3,0.08,0.53
01/20/2014,13.5,6.53,,92.8,11.83,1.38,0.02,
01/21/2014,11.9,6.48,,93,11.99,1.54,0.02,
01/22/2014,13.5,7.13,175,2.8,7.67,2.92,0.07,0.7
01/23/2014,13.1,7.19,175,5.3,7.74,3.16,0.08,0.75
01/24/2014,13.7,7.25,178,5,8.28,2.67,0.07,0.65
01/25/2014,13.5,7.19,182,4.6,8.05,2.65,0.06,0.57
01/26/2014,13.6,7.16,185,6.9,8.22,2.57,0.06,0.63
01/27/2014,13.9,7.07,187,4.8,7.57,2.78,0.06,0.61
01/28/2014,14.5,7.18,201,3.5,7.9,3.63,0.07,0.57
01/29/2014,13.9,7.03,196,4.9,7.37,3.26,0.07,0.56
01/30/2014,15.4,7.11,209,5.1,8.77,3.88,0.07,0.5
01/31/2014,16.3,7.43,223,9.1,11.07,4.91,0.08,0.32
02/01/2014,16.6,7.49,218,8.8,11.89,5.2,0.07,0.27
02/02/2014,16.4,7.42,192,7.8,,5.2,0.07,0.24
02/03/2014,17.8,7.87,180,7.5,10.39,4.49,0.07,0.36
02/04/2014,16.5,7.63,174,4.3,9.48,3.86,0.06,0.32
02/05/2014,15.3,7.3,167,2.2,8.54,3.27,0.06,0.42
02/06/2014,16.4,7.36,174,3.9,9.03,4.12,0.07,0.42
02/07/2014,16.4,7.37,167,3.9,8.79,4.13,0.07,0.43
02/08/2014,15,7.13,156,1.7,6.92,2.81,0.07,0.58
02/09/2014,14.7,7.06,145,2.2,6.69,2.6,0.07,0.57
02/10/2014,13.6,7.05,156,11.1,6.9,2.07,0.11,0.59
02/11/2014,13.7,7.13,156,10.2,6.94,1.88,0.1,0.56
02/12/2014,13.9,7.13,155,5.4,6.88,2.14,0.11,0.62
02/13/2014,13.3,7.15,147,4.5,6.95,2.33,0.1,0.62
02/14/2014,12.8,7.05,145,4.8,7.2,2.12,0.08,0.44
02/15/2014,13.3,7.05,157,5.7,6.93,2.04,0.08,0.49
02/16/2014,13.3,7.11,151,5.9,6.81,2.06,0.08,0.41
02/17/2014,13.9,7.13,148,4.5,6.93,2.37,0.08,0.39
02/18/2014,13.2,7.13,138,5.8,7.29,2.32,0.08,0.34
02/19/2014,12.4,7.14,130,5.4,7.64,1.94,0.08,0.27
02/20/2014,12.5,7.15,128,5.6,7.54,2.12,0.07,0.27
