15.01,-0.02230108634436929
15.02,-0.0006908651367398148
15.02,-0.009685788472389122
15.02,-0.018667841554213412
15.02,-0.008801073750451516
15.02,0.0003978121682959765
15.02,0.00018097933137276885
15.03,-0.010898009009921451
15.02,-0.01001329428798385
15.03,0.00018097933137276885
15.03,-0.002256331997516912
15.03,-0.010026164541808867
15.02,-0.010694046426823407
15.03,-0.0013716172755793082
15.02,-0.00015939673804698075
15.02,-0.01036654061122868
15.03,-0.012978657193125197
15.01,-0.010898009009921451
15.0,0.00018097933137276885
15.0,-0.01036654061122868
15.01,-0.009481825889291076
15.0,0.009911333648812956
15.0,-0.009481825889291076
15.0,0.010592085787652514
15.0,-0.0001465264842219563
15.01,0.007623306060069899
15.0,-0.0008272786230615148
15.0,-0.01001329428798385
15.01,-0.0013716172755793082
15.0,-0.0008272786230615148
15.01,-0.01988006209174573
15.0,-0.010353670357403597
15.0,-0.0016991230911741408
15.0,-0.010898009009921451
15.01,0.010592085787652514
15.01,0.0010656940533103718
15.0,-0.0004869025536417053
15.01,-0.00015939673804698075
15.01,-0.010881721933655159
15.0,0.0010656940533103718
15.01,0.0007253179838906226
15.0,0.0010656940533103718
15.02,0.0003849419144708131
14.99,-0.008784786674185151
15.01,-0.009485242711732279
15.01,-0.0001465264842219563
15.01,0.0007253179838906226
15.01,-0.01001329428798385
15.01,-0.010026164541808867
15.02,-0.001711993344999118
15.0,0.010932461857072263
15.01,0.010932461857072263
15.01,0.0007253179838906226
15.01,-0.0008272786230615148
15.01,-0.010898009009921451
15.01,-0.0001465264842219563
15.02,0.002154371358346098
15.02,-0.001711993344999118
15.01,0.010047747135134661
15.02,0.00849515052818258
15.01,0.0007253179838906226
15.01,0.0010528237994853478
15.02,-0.0004869025536417053
15.01,0.009366994996295102
15.0,0.010251709718232705
15.01,0.01890625698446227
15.01,-0.01934859369305297
15.02,0.0003978121682959765
15.01,0.0029586667296821983
15.02,-0.0013587470217543904
15.01,0.00956754075695194
15.02,-0.001711993344999118
15.02,-0.018480166047381594
15.01,-0.0004706154773753973
15.02,-0.0008272786230615148
15.01,0.001240499306317104
15.01,0.009039489180700374
15.02,0.01890625698446227
15.01,0.0010656940533103718
15.01,-0.01001329428798385
15.02,0.009720241319539932
15.02,0.008508020782007502
15.02,0.00884839685142725
15.01,0.003162629312780382
15.02,0.041744985805892025
15.02,0.010932461857072263
15.01,0.011136424440170387
15.02,0.0019375385214229512
15.01,0.009720241319539932
15.02,-0.008269605351758748
15.01,0.0010528237994853478
15.01,0.009707371065714912
15.01,-0.008256735097933583
15.03,0.010047747135134661
15.01,0.01214468239460459
15.01,0.009039489180700374
15.02,0.012004852085841759
15.02,0.010932461857072263
15.03,0.009052359434525432
15.01,0.008508020782007502
